blind_proposal_id,audit_item_id,reference_question,generated_questions_json,judge_1_status,judge_1_closest,judge_1_reason_cn,judge_2_status,judge_2_closest,judge_2_reason_cn
judgment-0553,audit-0100,白车是否被前景仪表台遮挡过？,"[{""generated_id"": ""audit-0100-g01"", ""question"": ""[True/False] By the time the garage door is fully open, its bottom edge is positioned higher than the roof of the white car.""}, {""generated_id"": ""audit-0100-g02"", ""question"": ""[Single-Choice] As the garage door rises, which part of the white car across the street becomes visible first? [Options] A) The roof. B) The wheels. C) The side mirrors. D) The entire car at once.""}, {""generated_id"": ""audit-0100-g03"", ""question"": ""[Single-Choice] As the garage door opens, which of these objects or features is the LAST to be fully revealed? [Options] A) The entire white car. B) The front door of the house on the far left. C) The top of the street lamp on the right. D) The ground-floor window of the house on the far left.""}, {""generated_id"": ""audit-0100-g04"", ""question"": ""[True/False] As the vehicle moves forward and to the left, the car's left A-pillar moves across the field of view, eventually revealing a wooden fence that was initially occluded.""}, {""generated_id"": ""audit-0100-g05"", ""question"": ""[True/False] As the vehicle moves forward and to the left, the car's left A-pillar moves across the field of view, eventually revealing a wooden fence that was initially occluded.""}]",absent,audit-0100-g04,生成题的前景遮挡物是左侧A柱且被揭示的是木栅栏，不是仪表台对白车的遮挡。,partial,audit-0100-g04,"生成题 audit-0100-g04 询问：“[True/False] As the vehicle moves forward and to the left, the car's left A-pillar moves across the field of view, eventually revealing a wooden fence that was initially occluded.”；参考题询问：“白车是否被前景仪表台遮挡过？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0558,audit-0101,鱼从水下出现到被举起经历了什么顺序？,"[{""generated_id"": ""audit-0101-g01"", ""question"": ""[True/False] The trajectory of the fish, as it is being pulled through the water before being lifted, is primarily from a distant point toward the camera's location.""}]",direct,audit-0101-g01,生成题直接描述鱼先从远处在水中被拉近再被举起，完整覆盖从水下出现到举起的核心顺序。,partial,audit-0101-g01,"生成题 audit-0101-g01 询问：“[True/False] The trajectory of the fish, as it is being pulled through the water before being lifted, is primarily from a distant point toward the camera's location.”；参考题询问：“鱼从水下出现到被举起经历了什么顺序？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0562,audit-0102,骑手们沿赛道朝哪个方向驶离？,"[{""generated_id"": ""audit-0102-g01"", ""question"": ""[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.""}, {""generated_id"": ""audit-0102-g02"", ""question"": ""[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.""}, {""generated_id"": ""audit-0102-g03"", ""question"": ""[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.""}, {""generated_id"": ""audit-0102-g04"", ""question"": ""[Single-Choice] Near the end of the video, from the perspective of the spectators in the stands, a train is moving in the background. What is the direction of the train's movement relative to the direction the motorcycles are racing? [Options] A) The train is moving in the same direction as the motorcycles. B) The train is moving in the opposite direction of the motorcycles. C) The train is moving from left to right, perpendicular to the motorcycles' path. D) The train is moving from right to left, perpendicular to the motorcycles' path.""}]",partial,audit-0102-g04,生成题比较背景列车相对摩托车比赛方向是同向、反向或横向，触及骑手行驶轴向但没有直接给出画面或赛道哪侧。,absent,audit-0102-g04,"生成题 audit-0102-g04 询问：“[Single-Choice] Near the end of the video, from the perspective of the spectators in the stands, a train is moving in the background. What is the direction of the train's movement relative to the direction the motorcycles are racing? [Options] A) The train is moving in the same direction as the motorcycles. B) The train is moving in the opposite direction of the motorcycles. C) The train is moving from left to right, perpendicular to the motorcycles' path. D) The train is moving from right to left, perpendicular to the motorcycles' path.”；参考题询问：“骑手们沿赛道朝哪个方向驶离？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0563,audit-0102,两辆摩托车的前后关系在比赛中是否改变？,"[{""generated_id"": ""audit-0102-g01"", ""question"": ""[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.""}, {""generated_id"": ""audit-0102-g02"", ""question"": ""[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.""}, {""generated_id"": ""audit-0102-g03"", ""question"": ""[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.""}, {""generated_id"": ""audit-0102-g04"", ""question"": ""[Single-Choice] Near the end of the video, from the perspective of the spectators in the stands, a train is moving in the background. What is the direction of the train's movement relative to the direction the motorcycles are racing? [Options] A) The train is moving in the same direction as the motorcycles. B) The train is moving in the opposite direction of the motorcycles. C) The train is moving from left to right, perpendicular to the motorcycles' path. D) The train is moving from right to left, perpendicular to the motorcycles' path.""}]",direct,audit-0102-g01,生成题直接判断右车道摩托车是否从早期加速后持续保持领先，完整覆盖比赛中前后关系是否改变。,partial,audit-0102-g01,"生成题 audit-0102-g01 询问：“[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.”；参考题询问：“两辆摩托车的前后关系在比赛中是否改变？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0574,audit-0105,橙衣男子是否在持续处理手中物品？,"[{""generated_id"": ""audit-0105-g01"", ""question"": ""[Single-Choice] The man is using a tool in his right hand to scrape an object in his left. Based on the direction of force application, what is the primary purpose of the tool's movement from the right side of the frame towards the left? [Options] A) To remove material from the object. B) To reposition the tool for the next scraping stroke. C) To sharpen the tool on the object's surface. D) To apply a coating to the object.""}, {""generated_id"": ""audit-0105-g02"", ""question"": ""[Fill-in-the-Blank] The repetitive scraping action causes the surface of the object in the man's left hand to become noticeably ________.""}]",direct,audit-0105-g02,生成题明确男子对左手物体进行反复刮削并造成表面变化，直接覆盖持续处理手中物品。,partial,audit-0105-g01,"生成题 audit-0105-g01 询问：“[Single-Choice] The man is using a tool in his right hand to scrape an object in his left. Based on the direction of force application, what is the primary purpose of the tool's movement from the right side of the frame towards the left? [Options] A) To remove material from the object. B) To reposition the tool for the next scraping stroke. C) To sharpen the tool on the object's surface. D) To apply a coating to the object.”；参考题询问：“橙衣男子是否在持续处理手中物品？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0580,audit-0106,女子先握住小鱼还是先让另一只手接近鱼钩？,"[{""generated_id"": ""audit-0106-g01"", ""question"": ""[Single-Choice] Based on the specific path the hook takes through the fish's mouth and the presence of the fishing rod, what is the immediate goal of this action? [Options] A) To remove something stuck in the fish's throat. B) To secure the fish as live bait on the line. C) To tag the fish for scientific tracking. D) To measure the fish's mouth.""}, {""generated_id"": ""audit-0106-g02"", ""question"": ""[True/False] After the hook's point enters the fish's lower jaw, the entire hook is momentarily occluded by the fish's head before its point re-emerges from the top.""}, {""generated_id"": ""audit-0106-g03"", ""question"": ""[True/False] From the woman's perspective, the hand guiding the hook is positioned on her left side.""}]",partial,audit-0106-g03,生成题定位女子左侧引导鱼钩的手并描述鱼钩进入鱼嘴，但没有比较先握住小鱼与另一手靠近鱼钩的次序。,absent,audit-0106-g03,"生成题 audit-0106-g03 询问：“[True/False] From the woman's perspective, the hand guiding the hook is positioned on her left side.”；参考题询问：“女子先握住小鱼还是先让另一只手接近鱼钩？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0582,audit-0106,处理后鱼钩是否与鱼分离？,"[{""generated_id"": ""audit-0106-g01"", ""question"": ""[Single-Choice] Based on the specific path the hook takes through the fish's mouth and the presence of the fishing rod, what is the immediate goal of this action? [Options] A) To remove something stuck in the fish's throat. B) To secure the fish as live bait on the line. C) To tag the fish for scientific tracking. D) To measure the fish's mouth.""}, {""generated_id"": ""audit-0106-g02"", ""question"": ""[True/False] After the hook's point enters the fish's lower jaw, the entire hook is momentarily occluded by the fish's head before its point re-emerges from the top.""}, {""generated_id"": ""audit-0106-g03"", ""question"": ""[True/False] From the woman's perspective, the hand guiding the hook is positioned on her left side.""}]",direct,audit-0106-g01,生成题直接判断把鱼钩穿过鱼嘴的目标是否为把鱼固定在线上作活饵，实质决定处理后钩与鱼并未分离。,absent,audit-0106-g01,"生成题 audit-0106-g01 询问：“[Single-Choice] Based on the specific path the hook takes through the fish's mouth and the presence of the fishing rod, what is the immediate goal of this action? [Options] A) To remove something stuck in the fish's throat. B) To secure the fish as live bait on the line. C) To tag the fish for scientific tracking. D) To measure the fish's mouth.”；参考题询问：“处理后鱼钩是否与鱼分离？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0585,audit-0106,两人操作鱼钩的直接目标是什么？,"[{""generated_id"": ""audit-0106-g01"", ""question"": ""[Single-Choice] Based on the specific path the hook takes through the fish's mouth and the presence of the fishing rod, what is the immediate goal of this action? [Options] A) To remove something stuck in the fish's throat. B) To secure the fish as live bait on the line. C) To tag the fish for scientific tracking. D) To measure the fish's mouth.""}, {""generated_id"": ""audit-0106-g02"", ""question"": ""[True/False] After the hook's point enters the fish's lower jaw, the entire hook is momentarily occluded by the fish's head before its point re-emerges from the top.""}, {""generated_id"": ""audit-0106-g03"", ""question"": ""[True/False] From the woman's perspective, the hand guiding the hook is positioned on her left side.""}]",direct,audit-0106-g01,生成题直接询问两手引导鱼钩穿过鱼嘴的即时目标，完整覆盖操作鱼钩的目的。,partial,audit-0106-g01,"生成题 audit-0106-g01 询问：“[Single-Choice] Based on the specific path the hook takes through the fish's mouth and the presence of the fishing rod, what is the immediate goal of this action? [Options] A) To remove something stuck in the fish's throat. B) To secure the fish as live bait on the line. C) To tag the fish for scientific tracking. D) To measure the fish's mouth.”；参考题询问：“两人操作鱼钩的直接目标是什么？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0588,audit-0107,直升机最终是否平稳落到草地？,"[{""generated_id"": ""audit-0107-g01"", ""question"": ""[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.""}]",partial,audit-0107-g01,生成题明确直升机完成着陆并进入停转状态，但没有说明落在草地或机身是否平稳。,direct,audit-0107-g01,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“直升机最终是否平稳落到草地？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0591,audit-0107,着陆时机身朝向是否保持稳定？,"[{""generated_id"": ""audit-0107-g01"", ""question"": ""[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.""}]",absent,audit-0107-g01,生成题只关注着陆后主旋翼状态，没有着陆时机身朝向稳定性。,partial,audit-0107-g01,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“着陆时机身朝向是否保持稳定？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0597,audit-0108,人群是否朝同一方向移动？,"[{""generated_id"": ""audit-0108-g01"", ""question"": ""[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.""}, {""generated_id"": ""audit-0108-g02"", ""question"": ""[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.""}]",partial,audit-0108-g01,生成题明确一名女子从画面右侧向左走并最终被人遮挡，触及人群中的移动方向但没有判断整个人群是否同向。,absent,audit-0108-g01,"生成题 audit-0108-g01 询问：“[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.”；参考题询问：“人群是否朝同一方向移动？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0598,audit-0109,展示者主要指向包装盒的哪个区域？,"[{""generated_id"": ""audit-0109-g01"", ""question"": ""[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.""}]",direct,audit-0109-g01,生成题直接说明手势先指包装盒中央标签再移到盒顶边缘，完整覆盖主要指向区域。,partial,audit-0109-g01,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“展示者主要指向包装盒的哪个区域？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0599,audit-0109,盒面圆形图案相对产品名称位于哪里？,"[{""generated_id"": ""audit-0109-g01"", ""question"": ""[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.""}]",absent,audit-0109-g01,生成题没有盒面圆形图案相对产品名称的位置。,partial,audit-0109-g01,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“盒面圆形图案相对产品名称位于哪里？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0606,audit-0110,狗群是否在奔跑中改变整体方向？,"[{""generated_id"": ""audit-0110-g01"", ""question"": ""[Single-Choice] How does the spatial arrangement of the red leash change from the beginning to the end of the video? [Options] A) It starts stretched out and becomes coiled near the husky. B) It remains coiled in the same spot throughout the video. C) It starts partially coiled and ends up stretched out towards the right side of the scene. D) It starts partially coiled and ends up stretched out towards the left side of the scene.""}, {""generated_id"": ""audit-0110-g02"", ""question"": ""[True/False] Based on their movements, the two dogs are initially moving away from each other.""}]",partial,audit-0110-g02,生成题描述两狗起初彼此远离，触及个体方向差异但没有判断狗群整体是否在奔跑中改向。,absent,audit-0110-g02,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“狗群是否在奔跑中改变整体方向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0607,audit-0110,黑狗与白狗是否朝同一方向奔跑？,"[{""generated_id"": ""audit-0110-g01"", ""question"": ""[Single-Choice] How does the spatial arrangement of the red leash change from the beginning to the end of the video? [Options] A) It starts stretched out and becomes coiled near the husky. B) It remains coiled in the same spot throughout the video. C) It starts partially coiled and ends up stretched out towards the right side of the scene. D) It starts partially coiled and ends up stretched out towards the left side of the scene.""}, {""generated_id"": ""audit-0110-g02"", ""question"": ""[True/False] Based on their movements, the two dogs are initially moving away from each other.""}]",partial,audit-0110-g02,生成题直接判断两只狗起初是否相互远离，可区分是否同向奔跑，但没有明确黑狗和白狗身份或全程方向。,direct,audit-0110-g02,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“黑狗与白狗是否朝同一方向奔跑？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0611,audit-0111,居民区位于草地的哪个方向？,"[{""generated_id"": ""audit-0111-g01"", ""question"": ""[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g02"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g03"", ""question"": ""[Single-Choice] At 0:11, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g04"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g05"", ""question"": ""[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.""}]",absent,audit-0111-g05,生成题定位居民房屋、灌木和街道，没有草地作为参照或居民区相对草地的方向。,partial,audit-0111-g05,"生成题 audit-0111-g05 询问：“[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.”；参考题询问：“居民区位于草地的哪个方向？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0614,audit-0111,前景灌木是否遮挡部分房屋？,"[{""generated_id"": ""audit-0111-g01"", ""question"": ""[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g02"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g03"", ""question"": ""[Single-Choice] At 0:11, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g04"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g05"", ""question"": ""[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.""}]",direct,audit-0111-g02,生成题明确多栋房屋位于浓密树线后方并考察白房是否被树完全挡住，直接覆盖前景灌木遮挡部分房屋。,partial,audit-0111-g02,"生成题 audit-0111-g02 询问：“[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.”；参考题询问：“前景灌木是否遮挡部分房屋？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0632,audit-0115,男子先展示车身外壳还是先展示开孔细节？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]",partial,audit-0115-g02,生成题通过未上漆外壳与完整红车比较开孔和缺失部件，覆盖两类细节但没有镜头先展示外壳还是开孔。,absent,audit-0115-g01,生成题 audit-0115-g01 询问：“[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.”；参考题询问：“男子先展示车身外壳还是先展示开孔细节？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0633,audit-0115,开孔位于车身部件的哪个区域？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]",direct,audit-0115-g02,生成题具体比较前格栅开口和前轮拱等开孔是否存在，直接覆盖开孔位于车身前部区域。,partial,audit-0115-g02,"生成题 audit-0115-g02 询问：“[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.”；参考题询问：“开孔位于车身部件的哪个区域？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0634,audit-0115,车身部件是否呈现未完成或拆卸状态？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]",direct,audit-0115-g02,生成题明确前景车身未上漆且相较组装红车缺少多项部件，直接覆盖未完成或拆卸状态。,partial,audit-0115-g01,生成题 audit-0115-g01 询问：“[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.”；参考题询问：“车身部件是否呈现未完成或拆卸状态？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0640,audit-0116,汽车先接近装卸区还是先从远处横向驶过？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]",partial,audit-0116-g01,生成题把装卸码头、半挂车等列为车辆潜在碰撞对象，触及装卸区运动，但没有与从远处横向驶过比较顺序。,absent,audit-0116-g01,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“汽车先接近装卸区还是先从远处横向驶过？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0641,audit-0116,白车在空地中是否完成转弯？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]",partial,audit-0116-g01,生成题明确汽车在七秒处持续旋转且司机随后修正路径，覆盖转弯过程但没有直接判断是否完成转弯。,direct,audit-0116-g01,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“白车在空地中是否完成转弯？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0642,audit-0116,白车相对仓库的距离如何变化？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]",partial,audit-0116-g01,生成题预测若保持轨迹可能撞上主楼装卸门，说明与仓库接近，但未追踪实际距离变化。,absent,audit-0116-g01,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“白车相对仓库的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
