blind_proposal_id,audit_item_id,reference_question,generated_questions_json
judgment-0610,audit-0111,航拍镜头从空地向居民区靠近时距离如何变化？,"[{""generated_id"": ""audit-0111-g01"", ""question"": ""[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g02"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g03"", ""question"": ""[Single-Choice] At 0:11, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g04"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g05"", ""question"": ""[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.""}]"
judgment-0611,audit-0111,居民区位于草地的哪个方向？,"[{""generated_id"": ""audit-0111-g01"", ""question"": ""[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g02"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g03"", ""question"": ""[Single-Choice] At 0:11, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g04"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g05"", ""question"": ""[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.""}]"
judgment-0612,audit-0111,镜头移动时村庄从哪侧进入画面？,"[{""generated_id"": ""audit-0111-g01"", ""question"": ""[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g02"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g03"", ""question"": ""[Single-Choice] At 0:11, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g04"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g05"", ""question"": ""[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.""}]"
judgment-0613,audit-0111,草地位于村庄前方吗？,"[{""generated_id"": ""audit-0111-g01"", ""question"": ""[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g02"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g03"", ""question"": ""[Single-Choice] At 0:11, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g04"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g05"", ""question"": ""[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.""}]"
judgment-0614,audit-0111,前景灌木是否遮挡部分房屋？,"[{""generated_id"": ""audit-0111-g01"", ""question"": ""[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g02"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g03"", ""question"": ""[Single-Choice] At 0:11, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.""}, {""generated_id"": ""audit-0111-g04"", ""question"": ""[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.""}, {""generated_id"": ""audit-0111-g05"", ""question"": ""[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.""}]"
judgment-0615,audit-0112,海鸟靠近船时与相机的距离如何变化？,"[{""generated_id"": ""audit-0112-g01"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}, {""generated_id"": ""audit-0112-g02"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}]"
judgment-0616,audit-0112,海鸟掠过船侧时朝哪个方向飞行？,"[{""generated_id"": ""audit-0112-g01"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}, {""generated_id"": ""audit-0112-g02"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}]"
judgment-0617,audit-0112,海鸟接近船时与相机距离如何变化？,"[{""generated_id"": ""audit-0112-g01"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}, {""generated_id"": ""audit-0112-g02"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}]"
judgment-0618,audit-0112,海鸟是否从海面上方飞到船旁？,"[{""generated_id"": ""audit-0112-g01"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}, {""generated_id"": ""audit-0112-g02"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}]"
judgment-0619,audit-0112,最近的海鸟相对船体位于哪一侧？,"[{""generated_id"": ""audit-0112-g01"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}, {""generated_id"": ""audit-0112-g02"", ""question"": ""[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.""}]"
judgment-0620,audit-0113,移动镜头中车辆与马匹区域的距离如何变化？,"[{""generated_id"": ""audit-0113-g01"", ""question"": ""[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.""}]"
judgment-0621,audit-0113,车列与马匹围场分别位于画面的哪一侧？,"[{""generated_id"": ""audit-0113-g01"", ""question"": ""[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.""}]"
judgment-0622,audit-0113,镜头先经过拖车还是先展示远处马匹？,"[{""generated_id"": ""audit-0113-g01"", ""question"": ""[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.""}]"
judgment-0623,audit-0113,镜头先经过车辆还是先看到远处马匹？,"[{""generated_id"": ""audit-0113-g01"", ""question"": ""[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.""}]"
judgment-0624,audit-0113,马匹位于停放车辆的哪一侧？,"[{""generated_id"": ""audit-0113-g01"", ""question"": ""[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.""}]"
judgment-0625,audit-0113,前景车顶是否遮挡过马匹？,"[{""generated_id"": ""audit-0113-g01"", ""question"": ""[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.""}]"
judgment-0626,audit-0114,小船通过桥下时桥面从相机上方如何移动？,"[{""generated_id"": ""audit-0114-g01"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}, {""generated_id"": ""audit-0114-g02"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}]"
judgment-0627,audit-0114,船与桥墩之间的距离如何变化？,"[{""generated_id"": ""audit-0114-g01"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}, {""generated_id"": ""audit-0114-g02"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}]"
judgment-0628,audit-0114,船尾出现在画面前还是后完全离开桥下？,"[{""generated_id"": ""audit-0114-g01"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}, {""generated_id"": ""audit-0114-g02"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}]"
judgment-0629,audit-0114,小船先进入桥下还是先经过桥墩？,"[{""generated_id"": ""audit-0114-g01"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}, {""generated_id"": ""audit-0114-g02"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}]"
judgment-0630,audit-0114,桥墩相对小船从哪侧经过？,"[{""generated_id"": ""audit-0114-g01"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}, {""generated_id"": ""audit-0114-g02"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}]"
judgment-0631,audit-0114,驶出桥下后桥体是否离开视野？,"[{""generated_id"": ""audit-0114-g01"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}, {""generated_id"": ""audit-0114-g02"", ""question"": ""[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.""}]"
judgment-0632,audit-0115,男子先展示车身外壳还是先展示开孔细节？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]"
judgment-0633,audit-0115,开孔位于车身部件的哪个区域？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]"
judgment-0634,audit-0115,车身部件是否呈现未完成或拆卸状态？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]"
judgment-0635,audit-0115,镜头先展示车身外壳还是先展示尾部孔洞？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]"
judgment-0636,audit-0115,车身尾部缺失了哪些部件？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]"
judgment-0637,audit-0115,讲解者转向尾部的直接目标是什么？,"[{""generated_id"": ""audit-0115-g01"", ""question"": ""[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.""}, {""generated_id"": ""audit-0115-g02"", ""question"": ""[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.""}]"
judgment-0638,audit-0116,白色汽车绕停车场时与相机距离如何变化？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]"
judgment-0639,audit-0116,汽车经过近处后车头朝向如何改变？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]"
judgment-0640,audit-0116,汽车先接近装卸区还是先从远处横向驶过？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]"
judgment-0641,audit-0116,白车在空地中是否完成转弯？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]"
judgment-0642,audit-0116,白车相对仓库的距离如何变化？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]"
judgment-0643,audit-0116,白车最终朝哪个方向驶离？,"[{""generated_id"": ""audit-0116-g01"", ""question"": ""[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.""}]"
judgment-0644,audit-0117,车辆从支路汇入主路前是否等待横向车流？,"[{""generated_id"": ""audit-0117-g01"", ""question"": ""[Single-Choice] At 0:05, based on the white painted arrows on the road, what would happen if the driver attempted to proceed straight without turning? [Options] A) They would merge into a single lane going forward. B) They would enter the parking lot of the red-roofed building. C) They would make a U-turn. D) They would cross the intersection and continue on the same road.""}, {""generated_id"": ""audit-0117-g02"", ""question"": ""[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.""}, {""generated_id"": ""audit-0117-g03"", ""question"": ""[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.""}]"
judgment-0645,audit-0117,从驾驶者视角看汇入方向位于哪一侧？,"[{""generated_id"": ""audit-0117-g01"", ""question"": ""[Single-Choice] At 0:05, based on the white painted arrows on the road, what would happen if the driver attempted to proceed straight without turning? [Options] A) They would merge into a single lane going forward. B) They would enter the parking lot of the red-roofed building. C) They would make a U-turn. D) They would cross the intersection and continue on the same road.""}, {""generated_id"": ""audit-0117-g02"", ""question"": ""[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.""}, {""generated_id"": ""audit-0117-g03"", ""question"": ""[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.""}]"
judgment-0646,audit-0117,横向车辆通过与本车起步的先后顺序是什么？,"[{""generated_id"": ""audit-0117-g01"", ""question"": ""[Single-Choice] At 0:05, based on the white painted arrows on the road, what would happen if the driver attempted to proceed straight without turning? [Options] A) They would merge into a single lane going forward. B) They would enter the parking lot of the red-roofed building. C) They would make a U-turn. D) They would cross the intersection and continue on the same road.""}, {""generated_id"": ""audit-0117-g02"", ""question"": ""[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.""}, {""generated_id"": ""audit-0117-g03"", ""question"": ""[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.""}]"
judgment-0647,audit-0117,车辆先驶入主路还是先遇到红灯？,"[{""generated_id"": ""audit-0117-g01"", ""question"": ""[Single-Choice] At 0:05, based on the white painted arrows on the road, what would happen if the driver attempted to proceed straight without turning? [Options] A) They would merge into a single lane going forward. B) They would enter the parking lot of the red-roofed building. C) They would make a U-turn. D) They would cross the intersection and continue on the same road.""}, {""generated_id"": ""audit-0117-g02"", ""question"": ""[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.""}, {""generated_id"": ""audit-0117-g03"", ""question"": ""[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.""}]"
judgment-0648,audit-0117,驶向红灯停车队列时，本车是从黑色汽车左侧还是右侧接近？,"[{""generated_id"": ""audit-0117-g01"", ""question"": ""[Single-Choice] At 0:05, based on the white painted arrows on the road, what would happen if the driver attempted to proceed straight without turning? [Options] A) They would merge into a single lane going forward. B) They would enter the parking lot of the red-roofed building. C) They would make a U-turn. D) They would cross the intersection and continue on the same road.""}, {""generated_id"": ""audit-0117-g02"", ""question"": ""[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.""}, {""generated_id"": ""audit-0117-g03"", ""question"": ""[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.""}]"
judgment-0649,audit-0117,驾驶者在红灯前是否停在其他车辆后方？,"[{""generated_id"": ""audit-0117-g01"", ""question"": ""[Single-Choice] At 0:05, based on the white painted arrows on the road, what would happen if the driver attempted to proceed straight without turning? [Options] A) They would merge into a single lane going forward. B) They would enter the parking lot of the red-roofed building. C) They would make a U-turn. D) They would cross the intersection and continue on the same road.""}, {""generated_id"": ""audit-0117-g02"", ""question"": ""[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.""}, {""generated_id"": ""audit-0117-g03"", ""question"": ""[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.""}]"
judgment-0650,audit-0118,房车侧面的入口门位于车身哪一端？,"[{""generated_id"": ""audit-0118-g01"", ""question"": ""[True/False] The solid white door is located further toward the rear of the vehicle than the main entrance door with the screen.""}, {""generated_id"": ""audit-0118-g02"", ""question"": ""[True/False] At the start of the pan, the smaller, solid white door is completely occluded from view by the part of the vehicle closer to the camera.""}, {""generated_id"": ""audit-0118-g03"", ""question"": ""[Single-Choice] If the camera continued its horizontal panning motion at the same speed and direction, which part of the vehicle would be the next to become the central focus? [Options] A) The front hitch of the vehicle. B) The rear bumper and wheel well area. C) The top of the awning. D) The main entrance door again.""}]"
