probe_sample_id,source_sample_id,benchmark_index,video,original_question,original_ground_truth,category_id,category,scene_type,question_type,assigned_probe_type,assigned_probe_subtype,target_answer_position,source_sample_sha256,selection_sha256
probe-0152,pc-0078,6200,j8Gic59heRg_65_0_15_52_084_to_0_16_08_233.mp4,"[Fill-in-the-Blank] Between 0:04 and 0:06, the white paper lantern hanging on the left side of the street is temporarily hidden from view by the corner of the ______ building.",brick,1,Object Permanence and Occlusion Tracking,Human-Centric,Fill-in-the-Blank,entity,object_actor_presence,B,69886ad4592febe3c23f25af9d734ecb38e6c72fc1ca9fc230d5f65006f1d439,f1f73964e7ccf877750a48580da3eb6f8476a18d78759eee9c508b9f541e6e37
probe-0153,pc-0089,9012,h8riuf39Bio_21_0_02_40_733_to_0_02_52_733.mp4,"[True/False] At the moment the brown-headed duck turns its head towards the red-headed duck, its body is partially occluding the red-headed duck from the camera's perspective.",True,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,entity,object_actor_presence,B,0490e07608f878ab4abbce56a382e5d39d540b226e56749643e03050140bb940,b68be118a68ca9d39cb67f10fc69088d646b585a0bdee9e6c183ddd080971b20
probe-0154,pc-0109,403,D39Xmg7PEew_28_0_05_27_360_to_0_05_43_443.mp4,"[True/False] The trajectory of the fish, as it is being pulled through the water before being lifted, is primarily from a distant point toward the camera's location.",False,2,Dynamic Spatial Relationships,Human-Centric,True/False,simple_relation,orientation,B,1633f505e16bc1283ddc1c2d202b1b4ec9827f0303fd6eac47912ade429497d7,af7201a028f533a558c3c23bc813cb0383e1cfedb43fb16462131fbb12b71b2e
probe-0155,pc-0326,2387,EOswWepObDw_28_0_03_27_975_to_0_03_54_329.mp4,"[Single-Choice] Based on the visible arc of motion, what object is located behind the ride's path when it reaches its highest point on the left side of the screen? [Options] A) A tall, glass-paneled building. B) The sun. C) A parking lot full of cars. D) A small, single-story shop.",A,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,entity,object_actor_presence,C,4d2d93b04a578f4dfc1581fb69d0d6835e9edca02dc332b86786d6e089fc7677,df3a5d542e2f1e1e04cc3bbfa6ee768ff38a14f4c80574ca5fc9660fa95e5b27
probe-0156,pc-0372,5307,smpHs3qH_dE_40_0_07_17_854_to_0_07_29_532.mp4,"[Single-Choice] Based on the white van's consistent speed and trajectory, which object would its front bumper be aligned with approximately one second after the video ends? [Options] A) The front of the parked dark-colored SUV. B) The rear of the parked silver sedan. C) The storefront with the red sign in the distance. D) The second light pole on the sidewalk.",D,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,action_event,action_recognition,A,0eb6131220b64362fa7dd61ddbd6a0066b34516c42541863984010484475a69e,3b1ae908e29fe67a14853cf217d67bcf384342eab55b0091404a08ed4fff03fe
probe-0157,pc-0205,176,Xdn4-pqGD6A_53_0_13_48_285_to_0_14_30_327.mp4,"[Single-Choice] After the second golfer (in the black shirt) putts, what is the final spatial relationship between his ball and the hole compared to its starting position? [Options] A) The ball is closer to the hole. B) The ball is further from the hole. C) The ball is in the same location relative to the hole. D) The ball has moved to the right of the hole.",A,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,entity,object_actor_presence,A,146da1cd4f3c88dd9a84191f7d5f90a7e21a5fa85c3983366efc617726d9b94c,e3196cc1a46d6f69fb4dce35c7d3de0194ad430bee91561a5be57f2a891cbe17
probe-0158,pc-0015,1267,PbiwvryfH94_27_0_10_50_999_to_0_12_30_624.mp4,[True/False] The person in the purple shirt who walks past the woman in the grey vest is completely hidden from view by her at some point before exiting the frame.,True,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,entity,object_actor_presence,B,78838c3ceff92a53430f0e9e58fef2265a8e3d4714d579c2c3970f8606cc0ffb,cc4c7546b9988d7e0951c5a045d5bd904936abb304fd28c26f47fa2a28990794
probe-0159,pc-0397,8746,jxs9pxgjm8c_5_0_01_53_733_to_0_02_25_333.mp4,"[True/False] Based on the visible volume of the plant's root ball, it appears it would fit back into the green pot with significant empty space remaining around it.",False,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,entity,object_actor_presence,C,946142a0de9f26c19ebc06b41ea65fa35f238411c9d91c9bd0a35d79d95898df,fe0a9ae84306fbb68cee116223d466a2003e2064be7a184ab2bccba18c0796c6
probe-0160,pc-0014,1156,NkFI7LBA8N4_22_0_03_36_382_to_0_03_48_127.mp4,"[True/False] The dark sedan that drives from left to right passes in front of the yellow car, temporarily occluding it from view.",False,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,action_event,action_recognition,D,155bda53acb21d02349c976a13ed2bc749439853d8277023f2ab323dd9d4cdff,bc895eb9c2e5fe16859e0ea998e46dc1df32c57a7acb5462bd1e314b4b4ed4eb
probe-0161,pc-0030,2566,FHea6tOnSYY_27_0_03_34_881_to_0_03_49_295.mp4,"[Single-Choice] At the very beginning of the video, as the silver Corvette drives past, which object in the background does it temporarily and completely occlude from the camera's view? [Options] A) The red Porsche. B) A white SUV. C) A distant building. D) The blue Subaru.",B,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,entity,object_actor_presence,B,8ef463815080de4129ed23ee8d8431c9e202df032a534f09f5875b9fe7c099f4,07aa2ac79ce481812c6b5cd62c0d76ce9fbac69afd3cb869c806a40d47de648d
probe-0162,pc-0373,5325,svE6_cYXDXA_31_0_03_25_505_to_0_03_41_554.mp4,"[Single-Choice] If the rider failed to navigate the first significant curve and continued in a straight line, what would be the immediate spatial consequence? [Options] A) They would travel off the steep edge to the left of the road. B) They would ride directly into the uphill embankment. C) They would enter the patch of green trees on the right. D) They would safely continue onto a different path.",B,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,action_event,action_recognition,B,58e13a09d604ba659c227600c8341ebd452d2599a9fb176496648ec5a7ba6390,480eae4b0e7c2db3a324bb90dd720d53fa0bc7aa9a23442accebf2c908a20b21
probe-0163,pc-0157,4870,Xe8SxWrViU0_91_0_17_15_240_to_0_17_27_599.mp4,"[Single-Choice] From the camera's point of view, what is the apparent overall directional motion of the Eiffel Tower across the frame as the car drives forward? [Options] A) From the center of the frame towards the right edge. B) From the right side of the frame towards the left edge. C) It remains stationary relative to the car. D) From the left side of the frame towards the right edge.",A,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,simple_relation,orientation,B,718f2592e80cc9d6cd17c19412c9826ecb4bab0df203d5f4a2f760eaab16fe61,5f475ac25ec3a384943fc75485dcad1001fb2c748aab489f7b4fddde75d8d4c0
probe-0164,pc-0541,3410,RTzP1HAsg0w_61_0_10_21_854_to_0_10_34_166.mp4,"[True/False] Based on the visible background traffic, the red car is parked parallel to the direction of the moving cars on the street.",False,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,True/False,simple_relation,simple_spatial_relation,C,8fbe15f2fb415ec43f1e6597551fa117bb84997c0b322085a298d6b2f3a915df,1612a03634f804dfae932d737835636d9aee33932e469c2ac8a7a92a5f26fef7
probe-0165,pc-0422,2400,ERekgrM-aaA_46_0_11_59_996_to_0_12_34_577.mp4,"[Single-Choice] Around the 17-second mark, what change in the green kite's movement indicates its transition from a controlled to an uncontrolled state? [Options] A) It begins to move horizontally from right to left. B) It abruptly starts tumbling downwards instead of gliding. C) It rapidly ascends towards the top of the frame. D) It stops moving completely.",B,5,Object Deformation and State Transition,Object-Centric,Single-Choice,entity,object_actor_presence,B,035934587887e6ed72255e52927cdfade70ccf4feeaf5d219f54f2a21aaaa308,fc2938c27cb7d250f1433ab9ac6ab02f65368d78e9c097297789190e84b36f90
probe-0166,pc-0367,5066,_5VclaucSpc_9_0_01_01_186_to_0_01_11_446.mp4,"[Fill-in-the-Blank] If the camera's panning motion were perfectly reversed, the small white building visible on the distant peak at 00:05 would be one of the first major features to exit the frame on the ______ side.",right,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Fill-in-the-Blank,entity,object_actor_presence,D,f90ff2e09f7de9c20633b9f344c21140d9506b283db4aff3eb55d92fc1e0318b,1aa5edd108f50157e044c6f05a5591841924c6862af73fe5a405316b39d115da
probe-0167,pc-0591,8958,hekzmOGY4jo_14_0_01_46_940_to_0_01_59_385.mp4,"[True/False] For most of the ride, the surfer is moving along the face of the wave, causing the surfboard to travel in a direction roughly parallel to the shoreline.",True,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,simple_relation,orientation,A,06d4acf7782df10111b2b99f6b7e8afbc722f975c088af9c75a617cc1580991b,98d9e1ba8a2ebcd2a79d118f61bb56a30022e53f65643517659f231c70c3dcfb
probe-0168,pc-0121,1724,EEDc5gDPPdE_10_0_01_11_538_to_0_01_22_449.mp4,"[True/False] As the two individuals walk along the shoreline, the tall, multi-story building in the background appears to move from the right side of the camera's view towards the center.",False,2,Dynamic Spatial Relationships,Human-Centric,True/False,simple_relation,simple_spatial_relation,A,b4707add267a8d0d41cb7f1a8e52c407b1a36998a743e09cbff44d2db5290d8c,208b692341226e246cf22e3ee530d2594ed2e70646ed8165a52db1fd2d3cb492
probe-0169,pc-0418,1841,EneKMFjJBRI_17_0_03_00_900_to_0_03_12_333.mp4,"[Single-Choice] At the highest point of its flip maneuver, when the airplane is inverted, which part of the aircraft is oriented towards the ground? [Options] A) The bottom of the fuselage. B) The top of the wings and canopy. C) The left wing tip. D) The nose of the airplane.",B,5,Object Deformation and State Transition,Object-Centric,Single-Choice,action_event,temporal_order,C,b03d49666f409598ece4f92fcdf258d841331549fefe78174f115c8d1285fcd6,2bda43bf4243334832a5f732f1ed830b25028c37da0364898692b050596d77b4
probe-0170,pc-0261,5865,p7F4YA37mbQ_6_0_02_17_704_to_0_03_26_072.mp4,[Multiple-Select] The primary function of the crochet hook's tip in this video is to perform which spatial actions on the yarn? (Select all that apply) [Options] A) To cut the yarn into smaller pieces. B) To pull one segment of yarn through an existing loop. C) To tighten the initial knot. D) To hook and guide the working yarn.,"B,D",3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,simple_relation,orientation,C,ad4e4b087283b3c95758746329820a1ad6fd045f20bfdb75f1d62e923797468b,17e3d48cb31554f08685a435ce61791c63af70c83edea2e0db80b34e188cfd19
probe-0171,pc-0566,5411,u5bdvLkN9pI_11_0_01_44_479_to_0_02_02_622.mp4,"[Fill-in-the-Blank] In the final arrangement shown on the table, the four tall stacks in clear tubes are located to the ______ of the main group of stacks in white tubes.",before,6,Egocentric vs. Allocentric Reference Frames,Object-Centric,Fill-in-the-Blank,simple_relation,orientation,C,ceeb95bf477e98ff90e4323f60781cbdf742d17a204d9e5817a2d1b7983167bd,395e9539e0a29d3c376503dbab52a4d8cb344792ebfc1ea7d238707e23fb1023
probe-0172,pc-0538,3320,QXeQYoMkZVQ_40_0_05_26_726_to_0_05_38_104.mp4,"[True/False] From the driver's perspective, the turn they execute is a turn to their right.",False,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,entity,object_actor_presence,B,f9b502612009c279cd3940988db59cabe46c902e5c08e6d8ba152d2e7d638600,4197a3ccfc70361fb11da854fe9b5199c5d87ff7b278cd9c2f3887440182dc5e
probe-0173,pc-0446,5919,kPxokEIaItg_30_0_03_30_240_to_0_03_41_280.mp4,"[Multiple-Select] As the brush moves across the eyebrow, which of the following visual state transitions occur? (Select all that apply) [Options] A) The gaps between the hairs become more prominent. B) The overall shape becomes more defined against the skin. C) The color of the eyebrow becomes darker and more uniform. D) The eyebrow appears to decrease in length.","B,C",5,Object Deformation and State Transition,Human-Centric,Multiple-Select,entity,object_actor_presence,A,a44d579e2e2233f62531a5322cc86f681bf7e7e3702557a411fe643cc5bf58f4,f858399812b74f67c0c5f4af7e160b9dbd5b4abdffca01ca52df7b95911f2d43
probe-0174,pc-0533,3015,HWw84p9DkGU_21_0_02_39_058_to_0_02_50_270.mp4,"[True/False] From the man's perspective, the hydraulic strut holding the hood open is on his right side.",False,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,simple_relation,simple_spatial_relation,A,f0cc9b39ba95b14f40852c1c2dd45e2aec055a01b90950c37ddcb4ca9e8010ca,35f6b400ac2944cbfc5e596923e6cfb0c9985e935b64596c949e2cf372bf6e12
probe-0175,pc-0534,3033,TD27Rs6mTes_1_0_00_06_519_to_0_00_16_920.mp4,"[Single-Choice] If the woman in the black dress were to turn 180 degrees, what would be directly in her line of sight? [Options] A) The man carrying a basket on his shoulder. B) A stone fountain. C) The large arched doorway. D) The woman with her back to the camera.",C,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,simple_relation,orientation,A,3213c755b4c277baa421c26adfcbb2b49bd0112941016ab8d2e8e6bc697bd4e8,2c0f737afca5d8d7df4267acad2ed5380f8933634a1c646146d4d856c7543757
probe-0176,pc-0316,1598,ecgPZ4yevss_16_0_05_24_857_to_0_05_37_637.mp4,"[Single-Choice] Based on the camera's final position and direction of movement, if it continued to pan forward along the kayak's centerline, what would be the next major feature to come into view? [Options] A) The gray seat. B) The very front tip (bow) of the kayak. C) The teal storage box. D) The side carrying handle.",B,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,entity,object_actor_presence,A,52508356244f6db485ec8cfd6a6b6b9cd45cdd254b10ce815201416bec0879b3,75706e4462a278e9c600450107e85af4dcd73c347938e450b4908aac4385b4a5
probe-0177,pc-0341,3563,UEvDE_9rlSY_18_0_03_30_233_to_0_03_42_533.mp4,"[Single-Choice] Assuming the watercraft continues on its current path without turning, what will its position be relative to the group of trees on the land in the next few seconds? [Options] A) It will be directly in front of the trees, having landed on the shore. B) It will have passed the trees, with the trees now on its right side. C) It will have turned away, with the trees getting smaller in the distance. D) It will be stationary in its current position.",A,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,orientation,A,d610b4ba323ff01e7d126f6e955416645ddb4353cd7ee6aec8b4b443b7672bc5,6881e4d0bb3926441263b5cbc86d63306e5eaf3bcc8bf2944f70a9214dd156f3
probe-0178,pc-0273,6855,mB8Ya4rSxck_89_0_13_02_348_to_0_13_15_594.mp4,"[Fill-in-the-Blank] The person's hand first points to the lit candle, then pans left and points to the jar of shells, and finally moves the ______.",tissue box,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Fill-in-the-Blank,action_event,action_recognition,B,5ffe31ebbdaf58a0997027ee8cbdd60c1dcb94115da437f6384553af3b5e630f,7bce4ee19885cbeb333834f0d7a67847beba1ff42f0752afd42a8cae83bd07f0
probe-0179,pc-0029,2524,IoY82fJFfGk_24_0_05_54_040_to_0_06_04_279.mp4,"[True/False] During the upward camera movement, the top of the large pillar on the left of the frame passes in front of and momentarily occludes the circular painting to its right.",False,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,action_event,action_recognition,A,12aa06c2cf42b5232f956b14a6392f92b6d13da0d6a1c68a3e86958c35be2369,6f3db7ab64f768cb490db9c83a30f4f4d1d2e5ae21dfb4160be05bcc84e134f1
probe-0180,pc-0504,104,0j-sCYYgupA_31_0_04_30_637_to_0_04_52_458.mp4,"[True/False] From the perspective of the man kneeling on the ice, the ice pick is initially positioned to his right.",True,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,entity,object_actor_presence,D,9c6a31c1fecd50e3a7ca4f590f469cb7c737acb8ab22a8051465bad8ca45067a,64d7b0f05db741c59c18ad35345a6d01437b74a0d134c11298e5d4e3bef98ffc
probe-0181,pc-0266,5940,tfADOMbJYlU_54_0_11_29_556_to_0_11_46_539.mp4,"[Multiple-Select] Throughout the video, the driver's hands make minor adjustments to the steering wheel. What is the spatial intent of these small movements, as confirmed by the car's trajectory on the road? (Select all that apply) [Options] A) To prepare to change lanes to the left. B) To correct the car's path and keep it centered within the lane markings. C) To navigate a slight curve in the road. D) To initiate a sudden stop.","B,C",3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,action_event,action_recognition,B,9de86c34249fe7575716790d9b796e20e3d1feeed52d9d71e79539f51c0d4e03,3c0c393b4c8bf552c1ec6e51cca61fa776a75a7f3fd475d1d6194c57613ca092
probe-0182,pc-0384,6321,hTxS5J_ZaKQ_80_0_13_52_499_to_0_14_04_110.mp4,"[Fill-in-the-Blank] If the car had continued driving straight on its initial path instead of turning, the 'Baraka' entrance sign would have passed by on the car's ______ side.",left,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Fill-in-the-Blank,action_event,action_recognition,C,f0176a375a8d1709ccd65fdaaf1759cdc13ecbacbe24b7b4a413b58ec3c397f8,304bbaf769bbb1a65d72e08757088471facd94ea7804acba63a25b8dce99b516
probe-0183,pc-0164,5582,kymf00Kmy1w_85_0_10_01_500_to_0_10_12_845.mp4,"[Single-Choice] After the woman in blue scrubs places the first medicine bottle back on the shelf, what is the position of the next bottle she selects relative to the first one? [Options] A) It is on the shelf directly above. B) It is on the same shelf, to the left. C) It is on the same shelf, to the right. D) It is on the shelf directly below.",B,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,A,13c20bf6d29865dcb3d4dd6938a254f2f0af0ec7cf35c61568005433a26f08b0,5778376a07b2b6e478881b8a1d7d41f540fdd191d781bfe643483f7fd9a6a549
probe-0184,pc-0421,2358,EC6xdTpJOo8_17_0_05_25_799_to_0_05_36_675.mp4,"[Single-Choice] How does the state of the fish's mouth change from the moment it is first displayed horizontally to the final moment of the video?
[Options]
A) It remains shut the entire time.
B) It goes from mostly closed to wide open.
C) It remains wide open the entire time.
D) It goes from wide open to mostly closed.",C,5,Object Deformation and State Transition,Human-Centric,Single-Choice,simple_relation,simple_spatial_relation,D,a99e314c6ca18d57ba7d486037e8553b8b6ec12a3969b4e81cd1cb00eead7a8d,b307161b6b9b7eeb6dccb9ec1271d8cabc6a889b62c183d799ccc4d1c98bc1eb
probe-0185,pc-0147,4073,GdCdu6KH5ak_18_0_02_32_960_to_0_02_43_199.mp4,[True/False] The soccer ball passes over the crossbar of the goal only once during the entire visible sequence.,False,2,Dynamic Spatial Relationships,Human-Centric,True/False,entity,object_actor_presence,D,773766c123b52ba5e15868dd212e750faacf9e2130f82ddcc500af062a86baf8,e9f43ae1dce294887ccd07124d9f877d1b40c9f73baa4b3344eda232597251d7
probe-0186,pc-0463,6052,V32cqjzdvq4_3_0_00_28_561_to_0_00_40_073.mp4,"[Multiple-Select] The video shows a long, thin, white cushion positioned as a backrest on the left side of the boat. What spatial changes would occur if this cushion were moved to the empty slot visible on the right side? (Select all that apply) [Options] A) The total available seating space would decrease. B) The right side would gain a backrest, creating a symmetrical seating arrangement with the left side. C) The table would be blocked from swinging to the left. D) A gap would be created between the corner cushion and the side cushion on the left.","B, D",5,Object Deformation and State Transition,Object-Centric,Multiple-Select,entity,object_actor_presence,A,cf55d193536714ee5498a2d1c4c0a1f20fb9f715f937a9fea0621b1477ade238,8c4ca9869a4228796dfe39f5c49621141a1a6822c34fcfeda48df923a830e18b
probe-0187,pc-0587,7607,iIpRKgC-9pw_42_0_08_15_662_to_0_08_32_312.mp4,"[Single-Choice] Relative to the car's frame of reference, which description best captures the initial motion of the armrest as it moves from its stowed to its deployed position? [Options] A) It pivots downwards and towards the front of the car. B) It slides horizontally forward from the seatback. C) It pivots downwards and towards the rear of the car. D) It rotates sideways from the seat cushion.",A,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,entity,object_actor_presence,D,7856d0189f1faf412f7657fb85b7890f6f2c3340ef80abc5e45bb7e17f9df22f,ab92abe81be1beed7b9c9631c53eaf3688857339f3ff504b2f879e8a33eedb9b
probe-0188,pc-0198,9369,orlTzRHVfPI_19_0_02_07_193_to_0_02_18_571.mp4,"[True/False] To begin tying the final knot around the napkin, the ribbon end held in the person's right hand is initially crossed over the ribbon end held in their left hand.",True,2,Dynamic Spatial Relationships,Human-Centric,True/False,action_event,temporal_order,A,92aff81c1b6df98ea9c8caa9544b71f541e42fe499efacde96b91496ae373b56,b0dbca883f42a3974be1534e9785d758c2aa5c70b7ba9556b8f4b9725978c036
probe-0189,pc-0364,4886,XrwHnGrObHA_29_0_06_33_460_to_0_06_50_176.mp4,"[Single-Choice] At 0:03, a fish is swimming from the upper right towards the lower left. Given its trajectory at that moment, if it had continued in a perfectly straight line, where would it have most likely exited the frame? [Options] A) The bottom edge of the frame. B) The left edge of the frame. C) The top edge of the frame. D) It would have remained in the center.",A,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,action_event,temporal_order,C,d8cedf8beda7a98ff856ec50032f8d6bb3a3693d67a60a5c8662fcb6fe527a3e,4786d4444979cf5697b72b00d3cdd223bbf7420fc142ad0585f448c693c19d97
probe-0190,pc-0052,4240,Ig723HvaFYQ_14_0_02_04_374_to_0_02_15_426.mp4,"[Single-Choice] As the camera pans left, which portion of the black-and-white pot is the first to become visible from behind the colorful pot? [Options] A) The top rim. B) The right side. C) The left side. D) The base.",B,1,Object Permanence and Occlusion Tracking,Object-Centric,Single-Choice,simple_relation,orientation,B,4d25349d2c9dde3b2ac77aee40ea1bf7d62df04b6385f81d74af5fe54778939f,f4c079667f5d93bb8a864ddbdbce489353b09035e5f1c352e96d241facfa99cd
probe-0191,pc-0137,3247,Uiuiu3FBLZw_25_0_07_02_622_to_0_07_23_609.mp4,"[Fill-in-the-Blank] At the moment the surfer begins their final turn (0:16), the person in the blue swim cap is positioned directly ______ them, relative to the direction of the wave's travel.",behind,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,entity,object_actor_presence,A,31d2a277cd82d647e8f53a872e61940195991f28a35c814d567bdf81a8168615,be55f902654d390855f657a16c32403dea8b4f309376a12a83320b69eac3092b
probe-0192,pc-0395,8386,fTqaOmRG-xc_79_0_11_34_260_to_0_11_46_730.mp4,"[Single-Choice] Based on the car's initial trajectory as it moves forward and turns, what is its most likely action? [Options] A) Making a sharp U-turn. B) Following the curve of the road. C) Pulling over to the right-hand curb. D) Reversing into the driveway.",B,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,entity,object_actor_presence,D,1dd6320e1fef3f8d677b3517cc57379824201957e73ae06058dc4e0b870efba3,862e7773e8ad3e46763f26973eb442782deb9ca9a838eb3c2e88465ad8d17e43
probe-0193,pc-0153,4553,TUOAKfFlRK0_10_0_00_54_533_to_0_01_05_780.mp4,"[Fill-in-the-Blank] As the camera pans to the left, the white building on the distant hill appears to move toward the ______ edge of the video frame.",right,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,entity,object_actor_presence,C,bc208dd64861e379f6c6ce1256569ae32d059e6cd7d856764696757675a86795,30c536fd3d41552b1beae14c2ee710f04c89657177b525ad66f3e7bc2d17dad7
probe-0194,pc-0304,405,DDlrlxASBOI_30_0_06_03_963_to_0_06_15_475.mp4,"[True/False] If the surfer had continued moving in a straight line from their starting position in the video, their path would have led them directly into the rocks.",True,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,simple_relation,simple_spatial_relation,C,afdac23616d3c66c6c5e34ff82a500d5c3445ec9158ec7d981eb0b11eb7306c7,479280397cfe03cdde8fe72c025d8cd6ce1322a7b6be2c8cc0b66bfa1e146687
probe-0195,pc-0572,5998,ZHamsk3qcvM_2_0_01_47_541_to_0_03_16_708.mp4,"[Multiple-Select] The camera moves along with the boats. From the camera's moving perspective, which of these appear to move from the right side of the screen towards the left side? (Select all that apply) [Options] A) The rowers in the white foreground boat. B) The white tents on the riverbank. C) The yellow competing boat. D) The trees on the riverbank.","B, D",6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Multiple-Select,action_event,temporal_order,D,8c802f7867bf2c4ef9d7b7a2c406bf5c743cb74516380f4166f6cd480b6603c5,3d6669723150e5c107ba9bb602384709ee70f73fb2632101237fe9292b001f2b
probe-0196,pc-0274,7013,kHgrH-zFTIY_3_0_00_42_675_to_0_01_03_029.mp4,"[Single-Choice] To execute the sharp turn on the wave's face (around 0:10-0:12), what is the primary spatial function of the surfer extending their back arm away from their body? [Options] A) To slow down by dragging their hand in the water. B) To act as a pivot point and counterbalance, allowing the board to rotate tightly. C) To signal to other surfers in the water. D) To protect their head from the breaking wave.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,entity,object_actor_presence,D,24583c31484c20a9b2f064783d39df4801bb9bf1eeb7ec149313f348f853b2aa,265b07e035372fc1f17e4c0d8143cb7b4512921ef90c721cdd31eda3b57ef5de
probe-0197,pc-0209,463,QVsjGCT8Dyk_12_0_02_14_834_to_0_02_27_313.mp4,"[Single-Choice] According to the numbered diagrams, what is the correct sequence of movements for the lower orange handle to launch the missile after it has been loaded? [Options] A) Pull back, then push forward. B) Push forward, then pull back. C) Push forward only. D) Pull back only.",B,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,simple_relation,orientation,D,61e2ff1e59b8531084e4226c0041cd9b42c0d24865c454f95468fae53108f10a,5f06d87a86944b97fd3ee680399f650f797292709c62c5c5d2ade4ec097ead43
probe-0198,pc-0577,6632,odcmK3Int58_6_0_01_22_282_to_0_01_50_877.mp4,"[Fill-in-the-Blank] From the person's own point of view, when they place the two batteries on the table, the batteries are positioned to the ______ of the mouse.",right,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Fill-in-the-Blank,action_event,action_recognition,C,0419f9c12db7506bf350cafc8d80de65d7e691c974bec2b761d986545ac9cbd5,67434208ba61d1e094484dcef49fc88a8abc5f0efd27dcc1c8417513bddf7293
probe-0199,pc-0338,3485,SlYOIchzbAA_22_0_05_39_672_to_0_09_56_495.mp4,"[Single-Choice] At 2:28, the lead cyclist approaches an intersection of paths and chooses to go left. If they had instead turned right, where would that path have led them? [Options] A) Directly into the dense forest. B) Back along the path they just came from, creating a loop. C) Towards the small wooden structure visible in the distance. D) Onto a path that runs parallel to their original path.",C,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,entity,object_actor_presence,C,da0a14623e583bb023e37b3893022b3719db711527ba185c51b5203af89f78b8,b8c9ff49a1d6caf0d64d295f52a6db1bf16d90cb6bc838eec26d11d7a3bea246
probe-0200,pc-0350,4042,GIZXp3foP9g_22_0_04_56_896_to_0_05_11_477.mp4,"[True/False] Based entirely on the difference in acceleration between the two motorcycles within the first two seconds of the race, it is predictable that the motorcycle in the right lane will maintain its lead.",False,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,simple_relation,orientation,C,c8e7d7e364f310919f80becd2aa665ba32daf02fd2a77c3fa7fd565152f22477,0000e33b141b350d8ca697b987ae39b8846cace6b47eb871e1c2ed1a3b8f8b93
