unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0234,SlYOIchzbAA_22_0_05_39_672_to_0_09_56_495.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0338.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At 2:28, the lead cyclist approaches an intersection of paths and chooses to go left. If they had instead turned right, where would that path have led them? [Options] A) Directly into the dense forest. B) Back along the path they just came from, creating a loop. C) Towards the small wooden structure visible in the distance. D) Onto a path that runs parallel to their original path.",C,B,entity,[Single-Choice] What covers the ground around the riders? [Options] A) Grass B) Pavement C) Snow D) Sand,C,C) Snow,True,physical_prediction_counterfactual,spatiotemporal_grounding,2:28 岔路右支通向远处可见的小木结构；回答称回到来路形成环路，未按分支几何外推。20-frame full-duration sheet 对精确 2:28 局部画面采样有限。,low,no
error-0235,0j-sCYYgupA_31_0_04_30_637_to_0_04_52_458.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0504.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,True/False,"[True/False] From the perspective of the man kneeling on the ice, the ice pick is initially positioned to his right.",True,The man X touches the ice with the ice pick,entity,[Single-Choice] Which prominent feature is visible on the ice near the kneeling man? [Options] A) A red backpack B) A wooden bench C) A blue cooler D) A large white ice mound,D,C) A blue cooler,False,protocol_or_parsing,perspective_reference_frame,True/False 题要求判断冰镐在跪姿男子自身右侧，模型只复述“男子用冰镐碰冰”而未作真假判断；主要为答题协议失败。,high,yes
error-0236,H4AAXWDxHdI_3_0_00_36_002_to_0_00_46_413.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0233.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] Based on the person's turn and final orientation at the 6-second mark, which direction are they preparing to walk? [Options] A) Towards the green dumpster. B) Back in the direction they originally came from. C) Down the road towards the low buildings. D) Across the grassy area to their right.",B,C) Down the road towards the low buildings.,simple_relation,[Single-Choice] Where is the green dumpster relative to the person in the scene? [Options] A) Behind her on the viewer's left B) In front of her on the viewer's right C) Behind her on the viewer's right D) In front of her on the viewer's left,C,B) In front of her on the viewer's right,False,action_goal_binding,perspective_reference_frame,人物转身后的身体朝向指回原来路，准备返回；回答继续走向低建筑未对齐最终姿态。,medium,no
error-0237,O21Zy3-o9MI_13_0_01_25_385_to_0_01_36_196.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0001.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] During the first scene, the intercom panel on the wall is briefly but completely hidden from view by the man's body.",True,False,simple_relation,[Single-Choice] Where is the woman relative to the man in the hallway scene? [Options] A) To the viewer's left of him B) To the viewer's right of him C) Directly behind him D) Directly in front of him,A,A) To the viewer's left of him,True,spatiotemporal_grounding,perception_recognition,首场景男子经过墙面时身体与对讲面板发生短暂完全重叠；回答 False 未识别瞬时遮挡。20-frame full-duration sheet 对短时完全覆盖采样有限。,low,no
error-0238,jxs9pxgjm8c_5_0_01_53_733_to_0_02_25_333.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0397.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on the visible volume of the plant's root ball, it appears it would fit back into the green pot with significant empty space remaining around it.",False,True,entity,[Single-Choice] Which actor is visible near the pots? [Options] A) An adult man B) A young child C) An adult woman D) A dog,C,C) An adult woman,True,physical_prediction_counterfactual,perception_recognition,取出的根球体积接近甚至大于绿色盆口和内部容量，放回不会留下显著空隙；回答 True 错估相对体积。,high,no
error-0239,TD27Rs6mTes_1_0_00_06_519_to_0_00_16_920.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0534.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] If the woman in the black dress were to turn 180 degrees, what would be directly in her line of sight? [Options] A) The man carrying a basket on his shoulder. B) A stone fountain. C) The large arched doorway. D) The woman with her back to the camera.",C,D,simple_relation,[Single-Choice] Where in the image is the green double door relative to the woman in the black dress? [Options] A) To her right B) To her left C) Directly above her D) Directly below her,A,B) To her left,False,perspective_reference_frame,physical_prediction_counterfactual,黑裙女子反转 180 度后的视线指向大型拱门 C，而非背对镜头女子 D；回答未完成主体朝向转换。,high,no
error-0240,Xe8SxWrViU0_91_0_17_15_240_to_0_17_27_599.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0157.jpg,2,Dynamic Spatial Relationships,Object-Centric,Single-Choice,"[Single-Choice] From the camera's point of view, what is the apparent overall directional motion of the Eiffel Tower across the frame as the car drives forward? [Options] A) From the center of the frame towards the right edge. B) From the right side of the frame towards the left edge. C) It remains stationary relative to the car. D) From the left side of the frame towards the right edge.",A,C) It remains stationary relative to the car.,simple_relation,"[Single-Choice] From the camera's view, where is the Eiffel Tower relative to the roadside railing? [Options] A) In front of the roadside railing B) Behind the roadside railing C) Below the roadside railing D) On top of the roadside railing",B,B) Behind the roadside railing,True,perspective_reference_frame,spatiotemporal_grounding,车辆前进时埃菲尔铁塔由画面中心逐渐滑向右缘，固定地标相对移动清晰；回答 stationary 混淆世界静止与画面投影。,high,no
error-0241,4K8-QImEpk0_7_0_00_50_479_to_0_01_04_120.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0107.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,[True/False] The piece that breaks off the fishing rod travels in a high arc before landing in the water.,False,True,action_event,"[Single-Choice] At the beginning, what is the man in the dark vest doing? [Options] A) Throwing a rock B) Reeling a fishing rod C) Taking a photograph D) Tying a knot",B,B) Reeling a fishing rod,True,spatiotemporal_grounding,perception_recognition,鱼竿断片以低平、快速路径落水，没有形成明显高抛弧线；回答 True 夸大轨迹高度。20-frame full-duration sheet 对快速断片轨迹采样有限。,low,no
error-0242,kIlbv3hRGb4_17_0_03_06_719_to_0_03_24_070.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0580.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the motorcycle's egocentric perspective, which spatial relationship remains constant for the entire duration of the drive? [Options] A) The white shoulder line is on the left, and the double yellow line is on the right. B) The double yellow line is on the left, and the white shoulder line is on the right. C) The motorcycle is positioned directly between the two yellow lines. D) The motorcycle is positioned directly on the white shoulder line.",B,"A) The white shoulder line is on the left, and the double yellow line is on the right.",entity,[Single-Choice] Which object is visibly present along the roadside? [Options] A) Traffic cones B) Railroad gates C) Parked bicycles D) Mailboxes,D,D) Mailboxes,True,perspective_reference_frame,perception_recognition,摩托车行驶全程双黄线在左、白色路肩线在右；回答 A 将驾驶者自我中心左右完全反转。,high,no
error-0243,jxs9pxgjm8c_5_0_01_53_733_to_0_02_25_333.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0397.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on the visible volume of the plant's root ball, it appears it would fit back into the green pot with significant empty space remaining around it.",False,True,entity,[Single-Choice] Which actor is visible near the pots? [Options] A) An adult man B) A young child C) An adult woman D) A dog,C,C) An adult woman,True,physical_prediction_counterfactual,perception_recognition,根球与绿色盆口/内腔尺度接近，不可能放回后仍有显著空隙；回答 True 错估容积匹配。,high,no
error-0244,EOswWepObDw_28_0_03_27_975_to_0_03_54_329.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0326.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] Based on the visible arc of motion, what object is located behind the ride's path when it reaches its highest point on the left side of the screen? [Options] A) A tall, glass-paneled building. B) The sun. C) A parking lot full of cars. D) A small, single-story shop.",A,The sun.,entity,[Single-Choice] Which structure is visible beside the water in the harbor scene? [Options] A) A Ferris wheel B) A train station C) A red lighthouse D) A soccer goal,C,C) A red lighthouse,True,perception_recognition,spatiotemporal_grounding,游乐设施左侧最高点后方是高大的玻璃幕墙建筑；太阳虽在附近天空中但不位于题定运动弧后方，回答错选 B。,medium,no
error-0245,cCzDa3zWdjo_39_0_09_15_933_to_0_09_26_600.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0225.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At the end of the video, the rider points with her left hand across her body. Based on this gesture and the layout of the field, what is she most likely indicating to the person filming? [Options] A) The direction she and the horse will go next. B) The location of an obstacle off-screen to the camera's left. C) An obstacle located to the right from the camera's perspective. D) That she is finished with the exercise.",C,B) The location of an obstacle off-screen to the camera's left.,action_event,"[Single-Choice] When the rider is in the middle of the field, what is the horse doing? [Options] A) Trotting across the grass B) Jumping over a log C) Standing beside a barrel D) Eating grass from the ground",A,A) Trotting across the grass,True,perspective_reference_frame,action_goal_binding,骑手左手跨身指向画面右侧障碍，回答 left 把摄影者画面方向反转。,high,no
error-0246,UrABBEA_R0Y_25_0_07_05_124_to_0_07_27_380.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0038.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,Single-Choice,"[Single-Choice] Immediately after the surfer emerges from the large splash of water at 0:14, what is the orientation of the surfboard relative to the overall direction of the wave's movement towards the shore? [Options] A) It is mostly perpendicular, pointing towards the shore. B) It is parallel, pointing along the wave's face. C) It is angled backwards, away from the shore. D) The board is completely submerged and not visible.",D,"B) It is parallel, pointing along the wave's face.",simple_relation,[Single-Choice] Where is the foamy whitewater relative to the darker green wave face? [Options] A) Above the darker green wave face B) Left of the darker green wave face C) Right of the darker green wave face D) Below the darker green wave face,D,C) Right of the darker green wave face,False,spatiotemporal_grounding,perception_recognition,0:14 大水花后冲浪板仍完全淹没不可见，无法支持与浪向平行；回答 B 错误补全被遮挡物朝向。20-frame full-duration sheet 对该瞬时窗口采样有限。,low,no
error-0247,tfADOMbJYlU_54_0_11_29_556_to_0_11_46_539.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0266.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,"[Multiple-Select] Throughout the video, the driver's hands make minor adjustments to the steering wheel. What is the spatial intent of these small movements, as confirmed by the car's trajectory on the road? (Select all that apply) [Options] A) To prepare to change lanes to the left. B) To correct the car's path and keep it centered within the lane markings. C) To navigate a slight curve in the road. D) To initiate a sudden stop.","B,C",B) To correct the car's path and keep it centered within the lane markings.,action_event,"[Single-Choice] At one point, what action does the driver make beside the steering wheel? [Options] A) Presses a dashboard button B) Raises an open hand C) Shifts the gear lever D) Buckles a seat belt",B,A) Presses a dashboard button,False,action_goal_binding,spatiotemporal_grounding,小幅方向盘调整既保持车身居中 B，也用于顺应道路轻微弯曲 C；回答只选 B，遗漏第二个由轨迹确认的意图。,medium,no
error-0248,Lt2mVbsy8G4_7_0_00_47_213_to_0_01_00_994.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0011.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A third, less illuminated jellyfish starts below the main jellyfish on the left. As the main jellyfish moves down, it briefly occludes the third one. From the viewer's perspective, the third jellyfish re-emerges to the ________ of the main jellyfish's bell.",below,left,action_event,[Single-Choice] Which event happens before foamy ocean waves fill the view? [Options] A) White surf spreads across dark rocks. B) A turquoise patch appears among waves. C) Rough water covers most of the scene. D) Bright jellyfish drift in dark water.,D,D) Bright jellyfish drift in dark water.,True,spatiotemporal_grounding,perception_recognition,较暗第三只水母从主水母伞体下方重新出现；回答 left 未对齐遮挡解除后的相对位置。,medium,no
error-0249,gmpJmdKiZQ8_33_0_06_51_311_to_0_07_16_202.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0169.jpg,2,Dynamic Spatial Relationships,Human-Centric,Multiple-Select,"[Multiple-Select] At the moment the woman in the blue shirt first interacts with the person in the wheelchair, which of these spatial statements are correct from the camera's perspective? (Select all that apply) [Options] A) A yellow, partially collapsed beach umbrella is visible behind the man in the black shirt. B) A large, blue inflatable slide is visible in the background to the left. C) The ocean is completely out of the frame. D) A pair of shoes is visible on the sand directly beside the blue lounge chair.","A,B","A, B, D",entity,[Single-Choice] Which headwear is visible on the seated person near the blue-shirted woman? [Options] A) A bicycle helmet B) A straw sunhat C) A baseball cap D) A knit beanie,C,C) A baseball cap,True,perception_recognition,spatiotemporal_grounding,首次互动时黄伞和左后方蓝色滑梯可见 A、B，但蓝躺椅旁并无题述鞋对 D；回答额外多选 D。,high,no
error-0250,TZckze5qCeY_24_0_03_32_812_to_0_03_51_664.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0435.jpg,5,Object Deformation and State Transition,Human-Centric,True/False,"[True/False] When the person opens the device, the top lid moves away from the camera to reveal the interior.",False,"True.

Answer: True",simple_relation,"[Single-Choice] While the blue device is closed, what is on the edge facing the camera? [Options] A) Several small ports B) A white rectangular label C) A glowing blue symbol D) A black carrying handle",A,C) A glowing blue symbol,False,perspective_reference_frame,spatiotemporal_grounding,打开设备时上盖朝相机方向翻动以露出内部，并非远离相机；回答 True 将深度运动方向反转。,medium,no
error-0251,kymf00Kmy1w_85_0_10_01_500_to_0_10_12_845.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0164.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] After the woman in blue scrubs places the first medicine bottle back on the shelf, what is the position of the next bottle she selects relative to the first one? [Options] A) It is on the shelf directly above. B) It is on the same shelf, to the left. C) It is on the same shelf, to the right. D) It is on the shelf directly below.",B,"C) It is on the same shelf, to the right.",simple_relation,[Single-Choice] Where are the medicine shelves relative to the computer monitor? [Options] A) To the left of the monitor B) To the right of the monitor C) Directly above the monitor D) Directly below the monitor,A,A) To the left of the monitor,True,spatiotemporal_grounding,perspective_reference_frame,首瓶放回后下一瓶来自同层左侧；回答 right 将先后操作对象的水平关系反转。,medium,no
error-0252,_4dgPq-hqQY_38_0_05_11_133_to_0_05_21_800.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0366.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] If the SUV had continued on its initial trajectory without turning right, what would it have moved towards? [Options] A) The white mailbox post on the right side of the road. B) The house with the brown roof visible in the background. C) The driveway of the house on the immediate left. D) The curb directly in front of the camera's viewpoint.",C,D) The curb directly in front of the camera's viewpoint.,entity,[Single-Choice] What surface is visible bordering the paved roadway? [Options] A) Deep snow B) Loose sand C) Red brick paving D) Green grass,D,D) Green grass,True,physical_prediction_counterfactual,spatiotemporal_grounding,SUV 初始航向若不右转，会进入紧邻左侧房屋车道，而非朝相机前 curb；回答未延长初始路径。,medium,no
error-0253,YZSZwejs058_1_0_00_05_271_to_0_00_21_688.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0562.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] The man walks forward and then makes a single turn. From a fixed (allocentric) viewpoint looking down the first hallway from his starting position, how would his final path be described? [Options] A) He continued straight ahead. B) He turned around and walked back. C) He turned to his left. D) He turned to his right.",C,D,simple_relation,"[Single-Choice] At the beginning, which way does the man's cap brim point in the image? [Options] A) Toward the left B) Toward the camera C) Away from the camera D) Toward the right",D,D,True,perspective_reference_frame,spatiotemporal_grounding,从起点固定俯视第一走廊，男子前行后唯一转向是左转；回答 D 把主体/观察者方向换算反转。,high,no
error-0254,KpjKUF2yYiU_38_0_05_45_144_to_0_05_55_855.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0413.jpg,5,Object Deformation and State Transition,Human-Centric,True/False,[True/False] The fishing rod's bend is most pronounced at the very end of the video.,True,False,action_event,[Single-Choice] Does the rod appear close to the camera before or after a person in orange appears near the rail? [Options] A) After the person in orange appears. B) Before the person in orange appears. C) At the same moment. D) The rod never appears close.,B,A) After the person in orange appears.,False,perception_recognition,spatiotemporal_grounding,鱼竿弯曲随末段受力增大，并在视频末端达到最明显曲率；回答 False 未识别峰值状态。,medium,no
error-0255,cvHz5JgkzlM_41_0_06_01_094_to_0_06_15_742.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0325.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.",D,B,entity,[Single-Choice] Which upright object is visible near the edge of the paved lot? [Options] A) Orange traffic cones B) Yellow protective bollards C) A bicycle rack D) A red fire hydrant,B,B) Yellow protective bollards,True,physical_prediction_counterfactual,spatiotemporal_grounding,0:07 车辆旋转切线继续延长会指向主楼装卸门 D；回答 dumpsters B 未按角速度和航向外推。,medium,no
error-0256,GvWldUGLkVM_53_0_07_40_793_to_0_08_00_279.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0232.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] As the second car slides through the turn, the driver is steering the front wheels in the opposite direction of the turn itself.",True,False,entity,[Single-Choice] What surface is visible beneath the red vehicles? [Options] A) A sandy beach B) A grassy field C) A paved road D) A wooden bridge,C,C) A paved road,True,action_goal_binding,spatiotemporal_grounding,第二车侧滑转弯时前轮明显向弯向反侧反打以控制滑移；回答 False 未识别操舵意图。,high,no
error-0257,kPxokEIaItg_30_0_03_30_240_to_0_03_41_280.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0446.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] As the brush moves across the eyebrow, which of the following visual state transitions occur? (Select all that apply) [Options] A) The gaps between the hairs become more prominent. B) The overall shape becomes more defined against the skin. C) The color of the eyebrow becomes darker and more uniform. D) The eyebrow appears to decrease in length.","B,C",BC,entity,[Single-Choice] Which facial feature is clearly visible beneath the area being groomed? [Options] A) An eye B) A mouth C) An ear D) A chin,A,(A) An eye,True,protocol_or_parsing,,"模型输出 BC 与 gold B,C 是完全相同的选项集合，仅缺少分隔符；该错误属于多选答案规范化/解析，而非视觉状态判断。",high,yes
error-0258,cCzDa3zWdjo_39_0_09_15_933_to_0_09_26_600.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0225.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At the end of the video, the rider points with her left hand across her body. Based on this gesture and the layout of the field, what is she most likely indicating to the person filming? [Options] A) The direction she and the horse will go next. B) The location of an obstacle off-screen to the camera's left. C) An obstacle located to the right from the camera's perspective. D) That she is finished with the exercise.",C,B) The location of an obstacle off-screen to the camera's left.,action_event,"[Single-Choice] When the rider is in the middle of the field, what is the horse doing? [Options] A) Trotting across the grass B) Jumping over a log C) Standing beside a barrel D) Eating grass from the ground",A,A) Trotting across the grass,True,perspective_reference_frame,action_goal_binding,骑手左手跨身指向画面右侧障碍；回答 camera left 反转摄影者参照方向。,high,no
error-0259,fRmaPWqByGw_25_0_05_06_560_to_0_05_41_199.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0469.jpg,5,Object Deformation and State Transition,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.",distinct individual blades,stationary,entity,[Single-Choice] Which surface is visible under the helicopter near its touchdown area? [Options] A) A paved road B) A sandy beach C) A snowy field D) A grassy field,D,D) A grassy field,True,benchmark_ambiguity,protocol_or_parsing,旋翼由透明连续模糊减速后变为静止，模型 stationary 与该终态相符；gold“distinct individual blades”描述视觉可分辨性，但不应排斥相容的停止状态答案。,high,yes
error-0260,kIlbv3hRGb4_17_0_03_06_719_to_0_03_24_070.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0580.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the motorcycle's egocentric perspective, which spatial relationship remains constant for the entire duration of the drive? [Options] A) The white shoulder line is on the left, and the double yellow line is on the right. B) The double yellow line is on the left, and the white shoulder line is on the right. C) The motorcycle is positioned directly between the two yellow lines. D) The motorcycle is positioned directly on the white shoulder line.",B,A,entity,[Single-Choice] Which object is visibly present along the roadside? [Options] A) Traffic cones B) Railroad gates C) Parked bicycles D) Mailboxes,D,D) Mailboxes,True,perspective_reference_frame,perception_recognition,驾驶全程双黄线在摩托车左、白路肩线在右；回答 A 完全反转自我中心左右。,high,no
error-0261,SjaUzHILZ8Y_56_0_09_01_474_to_0_09_23_229.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0543.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the camera's perspective, the shoreline appears to be moving from right to left. What is the boat's actual direction of travel relative to the distant dam visible at the start of the video? [Options] A) Towards the dam. B) Away from the dam. C) Parallel to the dam. D) The boat is stationary.",D,B) Away from the dam.,simple_relation,"[Single-Choice] In the opening view, where is the tree-covered shoreline relative to the camera? [Options] A) Along the right side of the water B) Straight across the near foreground C) Centered far ahead on the horizon D) Along the left side of the water",D,D) Along the left side of the water,True,perspective_reference_frame,spatiotemporal_grounding,岸线右向左表观移动来自相机/船视向变化，不能推出远离坝体；回答把背景流直接等同船的世界方向。,medium,no
error-0262,h8riuf39Bio_21_0_02_40_733_to_0_02_52_733.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0089.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] At the moment the brown-headed duck turns its head towards the red-headed duck, its body is partially occluding the red-headed duck from the camera's perspective.",True,False,entity,[Single-Choice] What visible surface are the two birds floating on? [Options] A) Grass B) Water C) Snow D) Sand,B,B) Water,True,spatiotemporal_grounding,perception_recognition,棕头鸭转头朝红头鸭时身体在相机投影中与后者部分重叠并遮挡其前部；回答 False 未识别局部遮挡。,high,no
error-0263,PR7PqA5EisY_16_0_02_27_547_to_0_03_22_068.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0416.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,"[True/False] When the car drives away from the camera down the road between 0:29 and 0:34, its pop-up headlights are retracted into the hood.",True,False,action_event,[Single-Choice] What happens before the car is viewed broadside while moving? [Options] A) The hood is lifted open. B) Both doors are opened. C) A wheel is removed. D) A raised front lamp is lit.,D,C) A wheel is removed.,False,perception_recognition,spatiotemporal_grounding,0:29–0:34 车辆远离镜头时弹出式灯已与引擎盖齐平收回；回答 False 错判灯具状态。,high,no
error-0264,LSlhkLImq8U_2_0_01_22_449_to_0_02_30_283.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0227.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] In the first minute of the video, every time the person walking the dog comes to a complete stop, the dog sits.",True,False,action_event,[Single-Choice] Which event occurs before the person and dog cross a more open part of the plaza? [Options] A) They climb the steps together. B) They walk into the water. C) They stand beside a bicycle. D) They pass beside a large crowd.,D,D) They pass beside a large crowd.,True,spatiotemporal_grounding,action_goal_binding,首分钟人物每次完全停步后狗都坐下；回答 False 未汇总跨多个停步事件的稳定对应。20-frame full-duration sheet 对一分钟内各次短暂停止采样有限。,low,no
error-0265,EC6xdTpJOo8_17_0_05_25_799_to_0_05_36_675.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0421.jpg,5,Object Deformation and State Transition,Human-Centric,Single-Choice,"[Single-Choice] How does the state of the fish's mouth change from the moment it is first displayed horizontally to the final moment of the video?
[Options]
A) It remains shut the entire time.
B) It goes from mostly closed to wide open.
C) It remains wide open the entire time.
D) It goes from wide open to mostly closed.",C,D,simple_relation,"[Single-Choice] When the man holds the fish sideways in front of him, where is the fish's head relative to its tail? [Options] A) To the left of the tail B) Above the tail C) Below the tail D) To the right of the tail",D,D,True,perception_recognition,spatiotemporal_grounding,鱼首次横向展示时嘴已大张，直到末尾仍保持；回答由张到闭 D 与终态不符。,high,no
error-0266,mWF9aH2BeZ0_29_0_06_13_940_to_0_06_25_885.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0298.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on the position of the sun shown during the pan and the man's shadow at the end of the video, the man is facing away from the sun.",False,True,action_event,[Single-Choice] Which event happens before the person raises both gloved hands near their head? [Options] A) A gloved hand comes close to the lens. B) The person's face fills much of the view. C) The camera passes a tall stone tower. D) The person leans toward the camera.,C,The camera passes a tall stone tower.,False,perspective_reference_frame,spatiotemporal_grounding,太阳位置与末端影向共同表明男子并非背向太阳；回答 True 错误组合光源、影子和身体朝向。,medium,no
error-0267,Tsl-R5qsDK4_12_0_02_42_028_to_0_03_05_485.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0154.jpg,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] Immediately after the fish bites the line, causing a large splash, its subsequent movement creates ripples that travel primarily toward the ______ of the frame.",left,center,simple_relation,[Single-Choice] Which side of the view has the tall hedge along the bank? [Options] A) Left side B) Upper side C) Right side D) Lower side,C,C) Right side,True,spatiotemporal_grounding,perception_recognition,鱼咬线大水花后，主要涟漪波列向画面左侧传播扩散；回答 center 将传播方向误作静态中心位置。,medium,no
error-0268,orlTzRHVfPI_19_0_02_07_193_to_0_02_18_571.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0198.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] To begin tying the final knot around the napkin, the ribbon end held in the person's right hand is initially crossed over the ribbon end held in their left hand.",True,False,action_event,[Single-Choice] Which event occurs before the person lays the lace piece on the green napkin? [Options] A) Cutting the ribbon with scissors B) Pulling ribbon ends beside the napkin C) Lifting the wrapped napkin D) Tightening ribbon around the napkin,A,B) Pulling ribbon ends beside the napkin,False,perspective_reference_frame,spatiotemporal_grounding,开始打最终结时，人物右手所持带端从上方跨过左手带端；回答 False 未对齐双手身份与交叉层次。,medium,no
error-0269,Q_KgiEB6bYc_157_0_37_26_212_to_0_37_37_590.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0040.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] As the camera moves forward, the second mannequin in the red dress partially blocks the view of the fourth mannequin wearing the yellow 'RADIANT' sweatshirt.",False,true,action_event,[Single-Choice] Does the camera pass the pink shirt display before or after passing the black shirt with white shorts display? [Options] A) After B) Before C) At the same time D) Neither is passed,B,B) Before,True,spatiotemporal_grounding,perception_recognition,前移镜头中第二个红裙模特并未与第四个黄色 RADIANT 模特形成遮挡重叠；回答 true 错判深度投影。,high,no
