unit_id,video,contact_sheet,category_id,category,scene_type,question_type,question,gold_answer,model_answer,control_type,control_question,control_gold_answer,control_model_answer,control_pass,primary_label,secondary_label,evidence_note,confidence,question_or_key_problem
error-0247,tfADOMbJYlU_54_0_11_29_556_to_0_11_46_539.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0266.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,"[Multiple-Select] Throughout the video, the driver's hands make minor adjustments to the steering wheel. What is the spatial intent of these small movements, as confirmed by the car's trajectory on the road? (Select all that apply) [Options] A) To prepare to change lanes to the left. B) To correct the car's path and keep it centered within the lane markings. C) To navigate a slight curve in the road. D) To initiate a sudden stop.","B,C",B) To correct the car's path and keep it centered within the lane markings.,action_event,"[Single-Choice] At one point, what action does the driver make beside the steering wheel? [Options] A) Presses a dashboard button B) Raises an open hand C) Shifts the gear lever D) Buckles a seat belt",B,A) Presses a dashboard button,False,action_goal_binding,spatiotemporal_grounding,20-frame full-duration sheet: the driver's small steering inputs both recenter the car within lane markings and follow a slight road curve; selecting only B omits the second observed control objective C.,high,no
error-0248,Lt2mVbsy8G4_7_0_00_47_213_to_0_01_00_994.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0011.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] A third, less illuminated jellyfish starts below the main jellyfish on the left. As the main jellyfish moves down, it briefly occludes the third one. From the viewer's perspective, the third jellyfish re-emerges to the ________ of the main jellyfish's bell.",below,left,action_event,[Single-Choice] Which event happens before foamy ocean waves fill the view? [Options] A) White surf spreads across dark rocks. B) A turquoise patch appears among waves. C) Rough water covers most of the scene. D) Bright jellyfish drift in dark water.,D,D) Bright jellyfish drift in dark water.,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: in the opening jellyfish segment the dim third jellyfish is covered by the descending main bell and reappears underneath/below it, not to its left; later sheet frames switch to unrelated ocean footage.",medium,no
error-0249,gmpJmdKiZQ8_33_0_06_51_311_to_0_07_16_202.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0169.jpg,2,Dynamic Spatial Relationships,Human-Centric,Multiple-Select,"[Multiple-Select] At the moment the woman in the blue shirt first interacts with the person in the wheelchair, which of these spatial statements are correct from the camera's perspective? (Select all that apply) [Options] A) A yellow, partially collapsed beach umbrella is visible behind the man in the black shirt. B) A large, blue inflatable slide is visible in the background to the left. C) The ocean is completely out of the frame. D) A pair of shoes is visible on the sand directly beside the blue lounge chair.","A,B","A, B, D",entity,[Single-Choice] Which headwear is visible on the seated person near the blue-shirted woman? [Options] A) A bicycle helmet B) A straw sunhat C) A baseball cap D) A knit beanie,C,C) A baseball cap,True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: A and B are visible at the first wheelchair interaction, while no pair of shoes is directly beside the blue lounge chair in that moment; the response overselects D.",high,no
error-0250,TZckze5qCeY_24_0_03_32_812_to_0_03_51_664.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0435.jpg,5,Object Deformation and State Transition,Human-Centric,True/False,"[True/False] When the person opens the device, the top lid moves away from the camera to reveal the interior.",False,"True.

Answer: True",simple_relation,"[Single-Choice] While the blue device is closed, what is on the edge facing the camera? [Options] A) Several small ports B) A white rectangular label C) A glowing blue symbol D) A black carrying handle",A,C) A glowing blue symbol,False,perspective_reference_frame,perception_recognition,"20-frame full-duration sheet: during opening, the top lid rotates toward the camera/viewer to expose the interior rather than moving away; the repeated affirmative answer reverses the depth direction.",medium,no
error-0251,kymf00Kmy1w_85_0_10_01_500_to_0_10_12_845.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0164.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] After the woman in blue scrubs places the first medicine bottle back on the shelf, what is the position of the next bottle she selects relative to the first one? [Options] A) It is on the shelf directly above. B) It is on the same shelf, to the left. C) It is on the same shelf, to the right. D) It is on the shelf directly below.",B,"C) It is on the same shelf, to the right.",simple_relation,[Single-Choice] Where are the medicine shelves relative to the computer monitor? [Options] A) To the left of the monitor B) To the right of the monitor C) Directly above the monitor D) Directly below the monitor,A,A) To the left of the monitor,True,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: after replacing the first medicine bottle, the woman selects the neighboring bottle on the same shelf to its left; the response reverses the shelf-relative direction.",high,no
error-0252,_4dgPq-hqQY_38_0_05_11_133_to_0_05_21_800.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0366.jpg,4,Predictive and Counterfactual Spatial Reasoning,Object-Centric,Single-Choice,"[Single-Choice] If the SUV had continued on its initial trajectory without turning right, what would it have moved towards? [Options] A) The white mailbox post on the right side of the road. B) The house with the brown roof visible in the background. C) The driveway of the house on the immediate left. D) The curb directly in front of the camera's viewpoint.",C,D) The curb directly in front of the camera's viewpoint.,entity,[Single-Choice] What surface is visible bordering the paved roadway? [Options] A) Deep snow B) Loose sand C) Red brick paving D) Green grass,D,D) Green grass,True,physical_prediction_counterfactual,perspective_reference_frame,"20-frame full-duration sheet: before the SUV turns right, its uncorrected forward vector points into the driveway of the house immediately left, not toward the curb at the camera position.",high,no
error-0253,YZSZwejs058_1_0_00_05_271_to_0_00_21_688.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0562.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] The man walks forward and then makes a single turn. From a fixed (allocentric) viewpoint looking down the first hallway from his starting position, how would his final path be described? [Options] A) He continued straight ahead. B) He turned around and walked back. C) He turned to his left. D) He turned to his right.",C,D,simple_relation,"[Single-Choice] At the beginning, which way does the man's cap brim point in the image? [Options] A) Toward the left B) Toward the camera C) Away from the camera D) Toward the right",D,D,True,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: from the fixed starting orientation down the first hallway, the man's single turn takes him into the corridor on allocentric left; the response reports the opposite turn.",high,no
error-0254,KpjKUF2yYiU_38_0_05_45_144_to_0_05_55_855.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0413.jpg,5,Object Deformation and State Transition,Human-Centric,True/False,[True/False] The fishing rod's bend is most pronounced at the very end of the video.,True,False,action_event,[Single-Choice] Does the rod appear close to the camera before or after a person in orange appears near the rail? [Options] A) After the person in orange appears. B) Before the person in orange appears. C) At the same moment. D) The rod never appears close.,B,A) After the person in orange appears.,False,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: the rod's curvature increases through the sequence and is greatest in the final loaded frames; the negative response misses the peak terminal bend.,high,no
error-0255,cvHz5JgkzlM_41_0_06_01_094_to_0_06_15_742.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0325.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.",D,B,entity,[Single-Choice] Which upright object is visible near the edge of the paved lot? [Options] A) Orange traffic cones B) Yellow protective bollards C) A bicycle rack D) A red fire hydrant,B,B) Yellow protective bollards,True,physical_prediction_counterfactual,spatiotemporal_grounding,20-frame full-duration sheet: extending the car's position and rotation at seven seconds carries it toward the main building's loading-dock doors; the green dumpsters are offset from that projected arc.,high,no
error-0256,GvWldUGLkVM_53_0_07_40_793_to_0_08_00_279.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0232.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] As the second car slides through the turn, the driver is steering the front wheels in the opposite direction of the turn itself.",True,False,entity,[Single-Choice] What surface is visible beneath the red vehicles? [Options] A) A sandy beach B) A grassy field C) A paved road D) A wooden bridge,C,C) A paved road,True,action_goal_binding,perception_recognition,20-frame full-duration sheet: during the second car's slide the front wheels visibly countersteer opposite the turn to control the drift; the negative response misses that corrective steering action.,high,no
error-0257,kPxokEIaItg_30_0_03_30_240_to_0_03_41_280.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0446.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] As the brush moves across the eyebrow, which of the following visual state transitions occur? (Select all that apply) [Options] A) The gaps between the hairs become more prominent. B) The overall shape becomes more defined against the skin. C) The color of the eyebrow becomes darker and more uniform. D) The eyebrow appears to decrease in length.","B,C",BC,entity,[Single-Choice] Which facial feature is clearly visible beneath the area being groomed? [Options] A) An eye B) A mouth C) An ear D) A chin,A,(A) An eye,True,protocol_or_parsing,perception_recognition,"20-frame full-duration sheet: the eyebrow becomes more defined and darker/more uniform, exactly B and C; model output 'BC' is semantically identical to keyed 'B,C' and is not a content failure.",high,yes
error-0258,cCzDa3zWdjo_39_0_09_15_933_to_0_09_26_600.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0225.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] At the end of the video, the rider points with her left hand across her body. Based on this gesture and the layout of the field, what is she most likely indicating to the person filming? [Options] A) The direction she and the horse will go next. B) The location of an obstacle off-screen to the camera's left. C) An obstacle located to the right from the camera's perspective. D) That she is finished with the exercise.",C,B) The location of an obstacle off-screen to the camera's left.,action_event,"[Single-Choice] When the rider is in the middle of the field, what is the horse doing? [Options] A) Trotting across the grass B) Jumping over a log C) Standing beside a barrel D) Eating grass from the ground",A,A) Trotting across the grass,True,perspective_reference_frame,action_goal_binding,20-frame full-duration sheet: the rider's left hand crosses her body and points toward an obstacle on camera-right; the response reverses the gesture's camera-relative target.,high,no
error-0259,fRmaPWqByGw_25_0_05_06_560_to_0_05_41_199.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0469.jpg,5,Object Deformation and State Transition,Object-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.",distinct individual blades,stationary,entity,[Single-Choice] Which surface is visible under the helicopter near its touchdown area? [Options] A) A paved road B) A sandy beach C) A snowy field D) A grassy field,D,D) A grassy field,True,benchmark_ambiguity,protocol_or_parsing,"20-frame full-duration sheet: the slowing rotor changes from a continuous blur to separately visible blades that also become stationary; model 'stationary' captures the terminal state but not the requested visual appearance, so strict rejection depends on underspecified answer granularity.",high,yes
error-0260,kIlbv3hRGb4_17_0_03_06_719_to_0_03_24_070.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0580.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the motorcycle's egocentric perspective, which spatial relationship remains constant for the entire duration of the drive? [Options] A) The white shoulder line is on the left, and the double yellow line is on the right. B) The double yellow line is on the left, and the white shoulder line is on the right. C) The motorcycle is positioned directly between the two yellow lines. D) The motorcycle is positioned directly on the white shoulder line.",B,A,entity,[Single-Choice] Which object is visibly present along the roadside? [Options] A) Traffic cones B) Railroad gates C) Parked bicycles D) Mailboxes,D,D) Mailboxes,True,perspective_reference_frame,perception_recognition,20-frame full-duration sheet: throughout the ride the motorcycle sees the double yellow centerline on its left and white shoulder line on its right; the response swaps both sides.,high,no
error-0261,SjaUzHILZ8Y_56_0_09_01_474_to_0_09_23_229.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0543.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the camera's perspective, the shoreline appears to be moving from right to left. What is the boat's actual direction of travel relative to the distant dam visible at the start of the video? [Options] A) Towards the dam. B) Away from the dam. C) Parallel to the dam. D) The boat is stationary.",D,B) Away from the dam.,simple_relation,"[Single-Choice] In the opening view, where is the tree-covered shoreline relative to the camera? [Options] A) Along the right side of the water B) Straight across the near foreground C) Centered far ahead on the horizon D) Along the left side of the water",D,D) Along the left side of the water,True,benchmark_ambiguity,perspective_reference_frame,"20-frame full-duration sheet: shoreline alignment changes substantially while the distant dam is intermittent, which does not support keyed stationary D and leaves boat direction relative to the dam underdetermined from the sampled view.",medium,yes
error-0262,h8riuf39Bio_21_0_02_40_733_to_0_02_52_733.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0089.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] At the moment the brown-headed duck turns its head towards the red-headed duck, its body is partially occluding the red-headed duck from the camera's perspective.",True,False,entity,[Single-Choice] What visible surface are the two birds floating on? [Options] A) Grass B) Water C) Snow D) Sand,B,B) Water,True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: when the brown-headed foreground duck turns toward the red-headed duck, their bodies overlap in projection and the foreground body hides part of the red-headed duck; the negative response misses this partial occlusion.",high,no
error-0263,PR7PqA5EisY_16_0_02_27_547_to_0_03_22_068.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0416.jpg,5,Object Deformation and State Transition,Object-Centric,True/False,"[True/False] When the car drives away from the camera down the road between 0:29 and 0:34, its pop-up headlights are retracted into the hood.",True,False,action_event,[Single-Choice] What happens before the car is viewed broadside while moving? [Options] A) The hood is lifted open. B) Both doors are opened. C) A wheel is removed. D) A raised front lamp is lit.,D,C) A wheel is removed.,False,perception_recognition,spatiotemporal_grounding,20-frame full-duration sheet: in the 29-34 second side/rear views the pop-up headlight doors are flush with the hood while the car moves away; the response misses the retracted state.,medium,no
error-0264,LSlhkLImq8U_2_0_01_22_449_to_0_02_30_283.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0227.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] In the first minute of the video, every time the person walking the dog comes to a complete stop, the dog sits.",True,False,action_event,[Single-Choice] Which event occurs before the person and dog cross a more open part of the plaza? [Options] A) They climb the steps together. B) They walk into the water. C) They stand beside a bicycle. D) They pass beside a large crowd.,D,D) They pass beside a large crowd.,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: sampled stops in the first minute show the dog sitting when the handler comes to rest, but exhaustive verification of every complete stop is limited by the 20-frame full-duration sheet; the negative response is not supported by a visible counterexample.",low,no
error-0265,EC6xdTpJOo8_17_0_05_25_799_to_0_05_36_675.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0421.jpg,5,Object Deformation and State Transition,Human-Centric,Single-Choice,"[Single-Choice] How does the state of the fish's mouth change from the moment it is first displayed horizontally to the final moment of the video?
[Options]
A) It remains shut the entire time.
B) It goes from mostly closed to wide open.
C) It remains wide open the entire time.
D) It goes from wide open to mostly closed.",C,D,simple_relation,"[Single-Choice] When the man holds the fish sideways in front of him, where is the fish's head relative to its tail? [Options] A) To the left of the tail B) Above the tail C) Below the tail D) To the right of the tail",D,D,True,perception_recognition,spatiotemporal_grounding,20-frame full-duration sheet: the fish's mouth is already wide open when first displayed horizontally and remains wide open through the end; the response invents a closing transition.,high,no
error-0266,mWF9aH2BeZ0_29_0_06_13_940_to_0_06_25_885.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0298.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,True/False,"[True/False] Based on the position of the sun shown during the pan and the man's shadow at the end of the video, the man is facing away from the sun.",False,True,action_event,[Single-Choice] Which event happens before the person raises both gloved hands near their head? [Options] A) A gloved hand comes close to the lens. B) The person's face fills much of the view. C) The camera passes a tall stone tower. D) The person leans toward the camera.,C,The camera passes a tall stone tower.,False,perspective_reference_frame,action_goal_binding,20-frame full-duration sheet: the sun appears in the same general sector the man faces at the end and his shadow extends away from it; the affirmative response reverses the sun-facing geometry.,medium,no
error-0267,Tsl-R5qsDK4_12_0_02_42_028_to_0_03_05_485.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0154.jpg,2,Dynamic Spatial Relationships,Human-Centric,Fill-in-the-Blank,"[Fill-in-the-Blank] Immediately after the fish bites the line, causing a large splash, its subsequent movement creates ripples that travel primarily toward the ______ of the frame.",left,center,simple_relation,[Single-Choice] Which side of the view has the tall hedge along the bank? [Options] A) Left side B) Upper side C) Right side D) Lower side,C,C) Right side,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: following the bite and large splash, the expanding disturbance propagates predominantly toward frame-left from the strike point; 'center' names a location rather than the visible travel direction.",medium,no
error-0268,orlTzRHVfPI_19_0_02_07_193_to_0_02_18_571.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0198.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] To begin tying the final knot around the napkin, the ribbon end held in the person's right hand is initially crossed over the ribbon end held in their left hand.",True,False,action_event,[Single-Choice] Which event occurs before the person lays the lace piece on the green napkin? [Options] A) Cutting the ribbon with scissors B) Pulling ribbon ends beside the napkin C) Lifting the wrapped napkin D) Tightening ribbon around the napkin,A,B) Pulling ribbon ends beside the napkin,False,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: at the start of the final knot, the ribbon end controlled by the person's right hand crosses above/over the end in the left hand; the response reverses that hand-relative crossing.",high,no
error-0269,Q_KgiEB6bYc_157_0_37_26_212_to_0_37_37_590.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0040.jpg,1,Object Permanence and Occlusion Tracking,Human-Centric,True/False,"[True/False] As the camera moves forward, the second mannequin in the red dress partially blocks the view of the fourth mannequin wearing the yellow 'RADIANT' sweatshirt.",False,true,action_event,[Single-Choice] Does the camera pass the pink shirt display before or after passing the black shirt with white shorts display? [Options] A) After B) Before C) At the same time D) Neither is passed,B,B) Before,True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: as the camera advances, the second red-dress mannequin and fourth yellow RADIANT mannequin remain laterally separated in projection; the red dress does not partially block the yellow sweatshirt.",high,no
error-0270,q9GoU1HN4FQ_1_0_00_15_181_to_0_00_29_129.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0369.jpg,4,Predictive and Counterfactual Spatial Reasoning,Human-Centric,Single-Choice,"[Single-Choice] If the surfer had continued in a straight line toward the shore after landing the initial aerial maneuver, instead of turning along the wave's face, what would have been the most likely immediate outcome? [Options] A) They would have outrun the breaking section and ended up on the flat, less powerful part of the wave. B) They would have been immediately engulfed by the breaking crest behind them. C) They would have exited through the back of the wave. D) Their board would have submerged nose-first into the water.",A,B) They would have been immediately engulfed by the breaking crest behind them.,action_event,"[Single-Choice] Which happens before the other: a high spray plume rises from the wave, or the surfer is hidden by whitewater? [Options] A) The surfer is hidden by whitewater first. B) Both events occur simultaneously. C) Neither event is visible. D) A high spray plume rises first.",D,D) A high spray plume rises first.,True,physical_prediction_counterfactual,spatiotemporal_grounding,"20-frame full-duration sheet: after the aerial landing, a straight shoreward line would carry the surfer ahead onto the flatter shoulder of the wave; turning along the face is what keeps engagement with the breaking section.",medium,no
error-0271,R5lA1ZQzauM_12_0_07_29_399_to_0_08_49_533.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0246.jpg,3,Action and Intent-Driven Spatial Reasoning,Human-Centric,Multiple-Select,[Multiple-Select] The operator's intent is to test the drone's 'follow me' capability. Which of the following spatial behaviors are observed in the drone's attempt to follow the operator? (Select all that apply) [Options] A) The drone initially drifts without tracking the operator's movement. B) The drone successfully matches the operator's forward speed perfectly. C) The drone adjusts its position laterally to keep the operator in the camera's view. D) The drone loses significant altitude while attempting to move towards the operator.,"B, C, D","A) The drone initially drifts without tracking the operator's movement.
C) The drone adjusts its position laterally to keep the operator in the camera's view.",entity,[Single-Choice] Which object is visible near the bottom foreground of the scene? [Options] A) A bicycle handlebar B) A radio controller C) A camera tripod D) A folding chair,B,B) A radio controller,True,action_goal_binding,spatiotemporal_grounding,"20-frame full-duration sheet: the follow-me attempt later shows forward speed matching, lateral recentering, and substantial altitude loss; the response substitutes initial drift and omits B and D.",high,no
error-0272,orlTzRHVfPI_19_0_02_07_193_to_0_02_18_571.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0198.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,"[True/False] To begin tying the final knot around the napkin, the ribbon end held in the person's right hand is initially crossed over the ribbon end held in their left hand.",True,False,action_event,[Single-Choice] Which event occurs before the person lays the lace piece on the green napkin? [Options] A) Cutting the ribbon with scissors B) Pulling ribbon ends beside the napkin C) Lifting the wrapped napkin D) Tightening ribbon around the napkin,A,D) Tightening ribbon around the napkin,False,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: to initiate the final knot, the right-hand ribbon end visibly passes over the left-hand end; the negative response misses the initial crossing order.",high,no
error-0273,gNf7G6PrLv8_20_0_02_28_300_to_0_02_47_599.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0170.jpg,2,Dynamic Spatial Relationships,Object-Centric,Multiple-Select,"[Multiple-Select] Throughout its visible flight, what are the jet's spatial relationships with the clouds? (Select all that apply) [Options] A) The jet flies exclusively in front of all clouds. B) The jet flies exclusively behind all clouds. C) The jet emerges from behind a cloud at the start. D) The jet passes in front of a large cloud formation in the middle of the video.","C, D",CD,entity,[Single-Choice] Which object is visible near the lower edge of the scene? [Options] A) Tall buildings B) Mountain peaks C) Palm trees D) Streetlights,C,C) Palm trees,True,protocol_or_parsing,spatiotemporal_grounding,"20-frame full-duration sheet: the jet emerges from behind cloud at the start and later passes in front of a large formation, exactly C and D; model output 'CD' is equivalent to keyed 'C, D'.",high,yes
error-0274,GdCdu6KH5ak_18_0_02_32_960_to_0_02_43_199.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0147.jpg,2,Dynamic Spatial Relationships,Human-Centric,True/False,[True/False] The soccer ball passes over the crossbar of the goal only once during the entire visible sequence.,False,True,entity,[Single-Choice] Which actor is visibly present on the field? [Options] A) A cyclist riding a bike B) A swimmer in a pool C) A skier on snow D) A person in a bright yellow shirt,D,D) A person in a bright yellow shirt,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: the ball appears above the crossbar region in two temporally separated phases, around 0:04-0:05 and again near 0:08-0:09; the response collapses them into one crossing.",medium,no
error-0275,NIZ_SpWGs3M_14_0_03_59_466_to_0_04_11_266.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0414.jpg,5,Object Deformation and State Transition,Human-Centric,Multiple-Select,"[Multiple-Select] After the button is pressed, which of these components visually transition from an inactive state to an active, illuminated state? (Select all that apply) [Options] A) The central display screen. B) The dials behind the steering wheel. C) The buttons on the steering wheel spokes. D) The ring around the start button itself.","A,B","B, C, D",simple_relation,[Single-Choice] Where is the red circular start button relative to the central display screen? [Options] A) Below and to the right B) Above and to the left C) Above and to the right D) Below and to the left,D,D) Below and to the left,True,perception_recognition,spatiotemporal_grounding,"20-frame full-duration sheet: the start-button press activates the instrument dials and central display, while spoke buttons and button ring do not show the keyed transition; the response omits A and incorrectly adds C,D.",high,no
error-0276,mKa-dlKrt_Q_24_0_05_55_154_to_0_06_06_265.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0098.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] The blue object on the shoreline, visible at the start, is completely occluded from view by the island's landscape before the video ends.",True,False,entity,[Single-Choice] Which object is visible on the rocky land near the water? [Options] A) A parked car B) A red tent C) Tall evergreen trees D) A wooden dock,C,C) Tall evergreen trees,True,spatiotemporal_grounding,perception_recognition,"20-frame full-duration sheet: the small blue shoreline object visible near the opening disappears behind the island's rock-and-tree profile as the camera passes, and is fully absent by the final views; the response fails to track its occlusion.",high,no
error-0277,sdQGcOEbh3Y_25_0_02_45_333_to_0_02_57_900.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0267.jpg,3,Action and Intent-Driven Spatial Reasoning,Object-Centric,Multiple-Select,"[Multiple-Select] Based on the puma's body language (lowered head, tentative paw extensions, focused gaze), which of the following spatial intentions can be inferred? (Select all that apply) [Options] A) An intention to immediately consume the crayfish. B) An intention to investigate the crayfish from a safe distance. C) An intention to herd all the crayfish into a single group. D) An intention to cautiously test the crayfish's reaction to being touched.","B,D",B) An intention to investigate the crayfish from a safe distance.,simple_relation,[Single-Choice] Where are the crayfish positioned relative to the puma's front paws? [Options] A) Behind the hind legs B) In front of the paws C) On the puma's back D) Inside the woven post,B,B) In front of the paws,True,action_goal_binding,perception_recognition,"20-frame full-duration sheet: the puma keeps its head low, watches closely, and repeatedly extends a tentative paw while maintaining distance, showing both cautious investigation and testing the crayfish's reaction; selecting only B omits D.",high,no
error-0278,mKa-dlKrt_Q_24_0_05_55_154_to_0_06_06_265.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0098.jpg,1,Object Permanence and Occlusion Tracking,Object-Centric,True/False,"[True/False] The blue object on the shoreline, visible at the start, is completely occluded from view by the island's landscape before the video ends.",True,False,entity,[Single-Choice] Which object is visible on the rocky land near the water? [Options] A) A parked car B) A red tent C) Tall evergreen trees D) A wooden dock,C,C) Tall evergreen trees,True,spatiotemporal_grounding,perception_recognition,20-frame full-duration sheet: the initially visible blue shoreline object is progressively covered by the island landscape and no longer visible in the final frames; the negative response loses the occlusion event.,high,no
error-0279,lkF5Q42T8Rg_6_0_14_53_433_to_0_15_07_033.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0165.jpg,2,Dynamic Spatial Relationships,Human-Centric,Single-Choice,"[Single-Choice] When the woman crosses her arms, which of her arms is positioned on top of the other from the viewer's perspective? [Options] A) Her right arm is on top of her left arm. B) Her left arm is on top of her right arm. C) Her arms are held side-by-side and do not cross. D) Her hands are clasped together in the center.",A,B) Her left arm is on top of her right arm.,simple_relation,[Single-Choice] Where is the large silver microphone relative to the woman from the viewer's perspective? [Options] A) To the viewer's right of her B) To the viewer's left of her C) Directly below her D) Directly behind her,A,D) Directly behind her,False,perspective_reference_frame,perception_recognition,"20-frame full-duration sheet: once crossed, the woman's anatomical right forearm lies visibly over her left from the viewer-facing arrangement; the response swaps the two arms.",high,no
error-0280,IhCQUucY59I_5_0_02_40_639_to_0_03_00_680.mp4,archived_workspace/experiments/perception_control/work/single_probe_200_contact_sheets/pc-0527.jpg,6,Egocentric vs. Allocentric Reference Frames,Human-Centric,Single-Choice,"[Single-Choice] From the perspective of the rower seated at the very front of the boat, in which direction is the chase boat that is following them located? [Options] A) Directly in front of her. B) Directly behind her. C) To her left. D) To her right.",C,B) Directly behind her.,entity,[Single-Choice] What is visible aboard the motorboat near the rowing shell? [Options] A) A large sail B) Several people C) Stacked cargo boxes D) An empty deck,B,B) Several people,True,perspective_reference_frame,spatiotemporal_grounding,"20-frame full-duration sheet: relative to the front rower's facing direction, the following chase boat is offset on her left rather than directly behind; the response collapses lateral offset into fore-aft position.",medium,no
