blind_proposal_id,coverage_status,closest_generated_id,confidence,reason_cn
judgment-0584,absent,audit-0106-g01,0.88,"生成题 audit-0106-g01 询问：“[Single-Choice] Based on the specific path the hook takes through the fish's mouth and the presence of the fishing rod, what is the immediate goal of this action? [Options] A) To remove something stuck in the fish's throat. B) To secure the fish as live bait on the line. C) To tag the fish for scientific tracking. D) To measure the fish's mouth.”；参考题询问：“鱼钩从鱼口取出后鱼的状态如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0585,partial,audit-0106-g01,0.72,"生成题 audit-0106-g01 询问：“[Single-Choice] Based on the specific path the hook takes through the fish's mouth and the presence of the fishing rod, what is the immediate goal of this action? [Options] A) To remove something stuck in the fish's throat. B) To secure the fish as live bait on the line. C) To tag the fish for scientific tracking. D) To measure the fish's mouth.”；参考题询问：“两人操作鱼钩的直接目标是什么？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0586,absent,audit-0107-g01,0.88,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“遥控直升机是先升空还是先从灌木后出现？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0587,partial,audit-0107-g01,0.72,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“直升机相对地面的高度如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0588,direct,audit-0107-g01,0.90,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“直升机最终是否平稳落到草地？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0589,partial,audit-0107-g01,0.72,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“遥控直升机先升空还是先降落？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0590,absent,audit-0107-g01,0.88,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“直升机相对树篱高度如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0591,partial,audit-0107-g01,0.72,"生成题 audit-0107-g01 询问：“[Fill-in-the-Blank] After the helicopter lands, the visual state of the main rotor blades transitions from a continuous transparent blur to ______, as they slow to a stop.”；参考题询问：“着陆时机身朝向是否保持稳定？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0592,absent,audit-0108-g01,0.88,"生成题 audit-0108-g01 询问：“[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.”；参考题询问：“黑衣男子手指向岩石的哪个部位？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0593,absent,audit-0108-g01,0.88,"生成题 audit-0108-g01 询问：“[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.”；参考题询问：“他转身指示发生在穿过人群之前还是之后？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0594,absent,audit-0108-g01,0.88,"生成题 audit-0108-g01 询问：“[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.”；参考题询问：“指示时岩石相对男子位于哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0595,absent,audit-0108-g01,0.88,"生成题 audit-0108-g01 询问：“[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.”；参考题询问：“背包男子先指向山体还是先转身？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0596,absent,audit-0108-g01,0.88,"生成题 audit-0108-g01 询问：“[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.”；参考题询问：“男子指向的目标位于人群哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0597,absent,audit-0108-g01,0.88,"生成题 audit-0108-g01 询问：“[Single-Choice] A woman wearing a white shirt and a pink scarf is initially on the right side of the frame and walks left. By the end of the clip, which person is primarily occluding her from view? [Options] A) The man in the black jacket. B) The monk in the brown robe. C) A person in a purple shirt. D) She is not occluded and is visible on the far left.”；参考题询问：“人群是否朝同一方向移动？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0598,partial,audit-0109-g01,0.72,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“展示者主要指向包装盒的哪个区域？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0599,partial,audit-0109-g01,0.72,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“盒面圆形图案相对产品名称位于哪里？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0600,absent,audit-0109-g01,0.88,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“镜头是否始终保持包装盒完整可见？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0601,partial,audit-0109-g01,0.72,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“手指反复指向包装盒的哪个区域？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0602,absent,audit-0109-g01,0.88,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“包装盒位于黑色桌子的哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0603,absent,audit-0109-g01,0.88,生成题 audit-0109-g01 询问：“[True/False] The person's pointing gesture starts on the packaging label in the middle of the box and then moves directly to the box's top edge.”；参考题询问：“盒子在讲解过程中是否改变位置？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0604,partial,audit-0110-g02,0.72,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“三只狗在沙地上的前后位置如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0605,absent,audit-0110-g02,0.88,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“白狗与黑狗哪一只先接近相机？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0606,absent,audit-0110-g02,0.88,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“狗群是否在奔跑中改变整体方向？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0607,direct,audit-0110-g02,0.90,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“黑狗与白狗是否朝同一方向奔跑？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0608,partial,audit-0110-g02,0.72,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“两只狗的前后关系如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0609,absent,audit-0110-g02,0.88,"生成题 audit-0110-g02 询问：“[True/False] Based on their movements, the two dogs are initially moving away from each other.”；参考题询问：“狗是否短暂进入灌木遮挡区？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0610,partial,audit-0111-g02,0.72,"生成题 audit-0111-g02 询问：“[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.”；参考题询问：“航拍镜头从空地向居民区靠近时距离如何变化？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0611,partial,audit-0111-g05,0.72,"生成题 audit-0111-g05 询问：“[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.”；参考题询问：“居民区位于草地的哪个方向？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0612,partial,audit-0111-g01,0.72,"生成题 audit-0111-g01 询问：“[Single-Choice] At 0:15, a tall church steeple is visible. Relative to the prominent white and grey house nearby, where is the steeple located at 0:21 from the camera's viewpoint? [Options] A) To the right of the house. B) Directly behind the house. C) To the left of the house. D) It has been completely occluded by trees.”；参考题询问：“镜头移动时村庄从哪侧进入画面？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0613,partial,audit-0111-g05,0.72,"生成题 audit-0111-g05 询问：“[Multiple-Select] The camera's movement creates a changing perspective. Which of these statements describe a fixed, real-world spatial relationship between objects, independent of the camera's point of view? (Select all that apply) [Options] A) The red van is parked across the street from a large leafy tree. B) The church steeple is on the left side of the screen relative to the white and grey house. C) The central cluster of bushes is located between the camera's starting position and the town. D) The white and grey house moves from the right side of the frame towards the left.”；参考题询问：“草地位于村庄前方吗？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0614,partial,audit-0111-g02,0.72,"生成题 audit-0111-g02 询问：“[Single-Choice] At 0:13, several houses are visible behind a line of dense trees. If the camera had moved straight forward towards these houses instead of panning left, what would have been the most likely visual outcome regarding the white house and the cream-colored house next to it? [Options] A) The cream-colored house would have become hidden behind the white house. B) The apparent distance between the two houses would have increased. C) The white house would have been completely blocked by the trees. D) The houses would have appeared to move farther apart vertically.”；参考题询问：“前景灌木是否遮挡部分房屋？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0615,absent,audit-0112-g01,0.88,"生成题 audit-0112-g01 询问：“[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.”；参考题询问：“海鸟靠近船时与相机的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0616,absent,audit-0112-g01,0.88,"生成题 audit-0112-g01 询问：“[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.”；参考题询问：“海鸟掠过船侧时朝哪个方向飞行？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0617,absent,audit-0112-g01,0.88,"生成题 audit-0112-g01 询问：“[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.”；参考题询问：“海鸟接近船时与相机距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0618,absent,audit-0112-g01,0.88,"生成题 audit-0112-g01 询问：“[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.”；参考题询问：“海鸟是否从海面上方飞到船旁？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0619,absent,audit-0112-g01,0.88,"生成题 audit-0112-g01 询问：“[Multiple-Select] After one bird dives into the water at 0:08, which statements accurately describe the immediate visual result? (Select all that apply) [Options] A) The bird is no longer visible above the surface. B) The other prominent bird also dives into the water. C) A distinct splash marks the bird's point of entry. D) The bird immediately resurfaces in the same location.”；参考题询问：“最近的海鸟相对船体位于哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0620,absent,audit-0113-g01,0.88,"生成题 audit-0113-g01 询问：“[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.”；参考题询问：“移动镜头中车辆与马匹区域的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0621,absent,audit-0113-g01,0.88,"生成题 audit-0113-g01 询问：“[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.”；参考题询问：“车列与马匹围场分别位于画面的哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0622,absent,audit-0113-g01,0.88,"生成题 audit-0113-g01 询问：“[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.”；参考题询问：“镜头先经过拖车还是先展示远处马匹？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0623,absent,audit-0113-g01,0.88,"生成题 audit-0113-g01 询问：“[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.”；参考题询问：“镜头先经过车辆还是先看到远处马匹？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0624,absent,audit-0113-g01,0.88,"生成题 audit-0113-g01 询问：“[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.”；参考题询问：“马匹位于停放车辆的哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0625,absent,audit-0113-g01,0.88,"生成题 audit-0113-g01 询问：“[True/False] After the camera finishes panning to the right, the silver SUV that was initially parked beside a white horse trailer is completely occluded by the trailer in the foreground.”；参考题询问：“前景车顶是否遮挡过马匹？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0626,absent,audit-0114-g01,0.88,"生成题 audit-0114-g01 询问：“[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.”；参考题询问：“小船通过桥下时桥面从相机上方如何移动？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0627,absent,audit-0114-g01,0.88,"生成题 audit-0114-g01 询问：“[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.”；参考题询问：“船与桥墩之间的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0628,absent,audit-0114-g01,0.88,"生成题 audit-0114-g01 询问：“[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.”；参考题询问：“船尾出现在画面前还是后完全离开桥下？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0629,absent,audit-0114-g01,0.88,"生成题 audit-0114-g01 询问：“[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.”；参考题询问：“小船先进入桥下还是先经过桥墩？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0630,absent,audit-0114-g01,0.88,"生成题 audit-0114-g01 询问：“[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.”；参考题询问：“桥墩相对小船从哪侧经过？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0631,absent,audit-0114-g01,0.88,"生成题 audit-0114-g01 询问：“[True/False] At the start of the video, a tall skyscraper is visible in the far-left background. This building is occluded by a bridge pillar and does not become visible again for the remainder of the video.”；参考题询问：“驶出桥下后桥体是否离开视野？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0632,absent,audit-0115-g01,0.88,生成题 audit-0115-g01 询问：“[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.”；参考题询问：“男子先展示车身外壳还是先展示开孔细节？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0633,partial,audit-0115-g02,0.72,"生成题 audit-0115-g02 询问：“[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.”；参考题询问：“开孔位于车身部件的哪个区域？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0634,partial,audit-0115-g01,0.72,生成题 audit-0115-g01 询问：“[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.”；参考题询问：“车身部件是否呈现未完成或拆卸状态？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0635,absent,audit-0115-g01,0.88,生成题 audit-0115-g01 询问：“[True/False] The unpainted car body in the foreground has the same shape and would spatially fit as the front body of the red car visible to the left of the man.”；参考题询问：“镜头先展示车身外壳还是先展示尾部孔洞？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。
judgment-0636,partial,audit-0115-g02,0.72,"生成题 audit-0115-g02 询问：“[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.”；参考题询问：“车身尾部缺失了哪些部件？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0637,absent,audit-0115-g02,0.88,"生成题 audit-0115-g02 询问：“[Multiple-Select] By comparing the unpainted car body in the foreground with the assembled red car next to it, which major components are visibly installed on the red car but are absent from the unpainted body? (Select all that apply) [Options] A) The side exhaust pipes. B) The opening for the front grille. C) The headlights. D) The front wheel wells.”；参考题询问：“讲解者转向尾部的直接目标是什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0638,absent,audit-0116-g01,0.88,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“白色汽车绕停车场时与相机距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0639,partial,audit-0116-g01,0.72,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“汽车经过近处后车头朝向如何改变？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0640,absent,audit-0116-g01,0.88,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“汽车先接近装卸区还是先从远处横向驶过？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0641,direct,audit-0116-g01,0.90,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“白车在空地中是否完成转弯？”。二者都要求判断同一个核心可视事实，且需要的空间、时间或状态推理操作基本一致。"
judgment-0642,absent,audit-0116-g01,0.88,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“白车相对仓库的距离如何变化？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0643,absent,audit-0116-g01,0.88,"生成题 audit-0116-g01 询问：“[Single-Choice] If the car had continued its trajectory and rotation from the point seen at the 0:07 mark without the driver correcting its path, which object would it have most likely collided with? [Options] A) The parked semi-trailer on the right. B) The green dumpsters. C) The white truck that briefly enters from the left. D) The loading dock doors of the main building.”；参考题询问：“白车最终朝哪个方向驶离？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0644,partial,audit-0117-g02,0.72,"生成题 audit-0117-g02 询问：“[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.”；参考题询问：“车辆从支路汇入主路前是否等待横向车流？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0645,absent,audit-0117-g01,0.88,"生成题 audit-0117-g01 询问：“[Single-Choice] At 0:05, based on the white painted arrows on the road, what would happen if the driver attempted to proceed straight without turning? [Options] A) They would merge into a single lane going forward. B) They would enter the parking lot of the red-roofed building. C) They would make a U-turn. D) They would cross the intersection and continue on the same road.”；参考题询问：“从驾驶者视角看汇入方向位于哪一侧？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0646,partial,audit-0117-g02,0.72,"生成题 audit-0117-g02 询问：“[Single-Choice] Between 0:06 and 0:08, a dark SUV crosses the intersection. From the perspective of the driver in the stationary white SUV waiting to exit the lot, how did the dark SUV move relative to them? [Options] A) It moved from their right to their left. B) It moved from their left to their right. C) It moved directly towards them. D) It moved directly away from them.”；参考题询问：“横向车辆通过与本车起步的先后顺序是什么？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。"
judgment-0647,absent,audit-0117-g03,0.88,"生成题 audit-0117-g03 询问：“[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.”；参考题询问：“车辆先驶入主路还是先遇到红灯？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0648,absent,audit-0117-g03,0.88,"生成题 audit-0117-g03 询问：“[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.”；参考题询问：“驶向红灯停车队列时，本车是从黑色汽车左侧还是右侧接近？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0649,absent,audit-0117-g03,0.88,"生成题 audit-0117-g03 询问：“[Fill-in-the-Blank] At the intersection around 0:40, a blue car begins to turn left. If this blue car had instead continued straight, its path would have crossed the path of the stationary ______ car.”；参考题询问：“驾驶者在红灯前是否停在其他车辆后方？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
judgment-0650,partial,audit-0118-g01,0.72,生成题 audit-0118-g01 询问：“[True/False] The solid white door is located further toward the rear of the vehicle than the main entrance door with the screen.”；参考题询问：“房车侧面的入口门位于车身哪一端？”。二者有明确语义重合，但生成题只覆盖参考事实的一部分，或改问了不同参照、时间点、条件或细节，不能直接回答参考题。
judgment-0651,absent,audit-0118-g03,0.88,"生成题 audit-0118-g03 询问：“[Single-Choice] If the camera continued its horizontal panning motion at the same speed and direction, which part of the vehicle would be the next to become the central focus? [Options] A) The front hitch of the vehicle. B) The rear bumper and wheel well area. C) The top of the awning. D) The main entrance door again.”；参考题询问：“镜头沿车身移动时不同窗户的出现顺序是什么？”。生成题的核心事实与参考题不同；同一视频、同一对象或相邻事件本身不足以构成覆盖。"
